trialnum	subject	session	part	condition	basicShape	numObjects	speed	motionRule	trialKind	staircaseIndex	staircaseWithinCondition	stairKey	stairStartSpeed	stairValue	initialAngle	initialOtherAngle	cueFrames	timingCheckFrames	eyetrackingEnabled	fixatnPeriodFrames	trajectorySide	trajectoryOffsetDeg	correct	trialOutcome	trialExcluded	fixBreakFrame	fixBreakDistanceDeg	trialDurTotal	numTargets	whichIsTarget	reversal_count	timingBlips	numLongFramesAfterCue	reversal_0	reversal_1	reversal_2	reversal_3	reversal_4	reversal_5	reversal_6	reversal_7	reversal_8	reversal_9
0	temp	a	Part1	near_displaced	circle	2	1.0	varying	practice	0	n/a	-999	-999	-999	1.6606	4.8022	143	143	0	109	right	5.0	0	14.122	1	0	2	1	1	3.0847	4.9669	-999	-999	-999	-999	-999	-999	-999	-999
1	temp	a	Part1	far_displaced	circle	2	1.0	varying	practice	0	n/a	-999	-999	-999	2.3396	5.4811	143	143	0	151	left	10.0	0	6.523	1	0	2	21	0	2.5227	3.8177	-999	-999	-999	-999	-999	-999	-999	-999
2	temp	a	Part1	near_displaced	circle	2	1.0	standard	practice	0	n/a	-999	-999	-999	2.0766	5.2182	143	143	0	150	left	5.0	1	5.633	1	0	2	0	0	2.6163	3.7746	-999	-999	-999	-999	-999	-999	-999	-999
3	temp	a	Part1	centred	circle	2	1.0	standard	practice	0	n/a	-999	-999	-999	5.7544	2.6129	143	143	0	114	center	0.0	1	5.209	1	0	3	0	0	1.8835	3.226	4.3472	-999	-999	-999	-999	-999	-999	-999
4	temp	a	Part1	near_displaced	circle	2	0.5	varying	practice	0	n/a	-999	-999	-999	5.5096	2.368	143	143	0	152	right	5.0	1	5.292	1	0	3	0	0	2.102	2.6798	4.0294	-999	-999	-999	-999	-999	-999	-999
5	temp	a	Part1	far_displaced	circle	2	1.0	standard	practice	0	n/a	-999	-999	-999	4.9834	1.8418	143	143	0	136	left	10.0	1	5.534	1	0	2	0	0	3.1936	4.5835	-999	-999	-999	-999	-999	-999	-999	-999
6	temp	a	Part1	centred	circle	2	0.5	standard	practice	0	n/a	-999	-999	-999	6.0223	2.8807	143	143	0	109	center	0.0	0	5.192	1	0	2	0	0	2.8998	4.8603	-999	-999	-999	-999	-999	-999	-999	-999
7	temp	a	Part1	near_displaced	circle	2	0.5	standard	practice	0	n/a	-999	-999	-999	0.1786	3.3202	143	143	0	137	right	5.0	0	5.775	1	0	3	0	0	1.7138	2.2408	3.9354	-999	-999	-999	-999	-999	-999	-999
8	temp	a	Part1	far_displaced	circle	2	0.5	varying	practice	0	n/a	-999	-999	-999	2.2403	5.3819	143	143	0	154	left	10.0	1	5.434	1	0	2	0	0	2.6368	4.474	-999	-999	-999	-999	-999	-999	-999	-999
9	temp	a	Part1	far_displaced	circle	2	0.5	standard	practice	0	n/a	-999	-999	-999	4.4547	1.3131	143	143	0	149	right	10.0	1	5.675	1	0	2	0	0	3.0935	4.9923	-999	-999	-999	-999	-999	-999	-999	-999
