trialnum	subject	session	part	condition	basicShape	numObjects	speed	motionRule	trialKind	staircaseIndex	staircaseWithinCondition	stairKey	stairStartSpeed	stairValue	initialAngle	initialOtherAngle	cueFrames	timingCheckFrames	correct	trialDurTotal	numTargets	whichIsTarget	reversal_count	timingBlips	numLongFramesAfterFixation	numLongFramesAfterCue	reversal_0	reversal_1	reversal_2	reversal_3	reversal_4	reversal_5	reversal_6	reversal_7	reversal_8	reversal_9
16	temp	1	Part1	far_displaced	circle	2	1.5	varying	staircase	2	stair2	Part1|far_displaced|varying|stair2	1.5	-1.5	3.864	0.7224	120	120	1	5.916	1	0	2	301	106	195	3.092	4.7163	-999	-999	-999	-999	-999	-999	-999	-999
17	temp	1	Part1	far_displaced	circle	2	0.7	varying	staircase	1	stair1	Part1|far_displaced|varying|stair1	0.7	-0.7	3.6574	0.5158	120	120	1	5.849	1	0	2	316	120	196	2.3866	4.0763	-999	-999	-999	-999	-999	-999	-999	-999
18	temp	1	Part1	near_displaced	circle	2	1.5	standard	staircase	2	stair2	Part1|near_displaced|standard|stair2	1.5	-1.5	3.4237	0.2821	120	120	1	6.033	1	0	3	319	120	199	2.0515	2.7895	3.7142	-999	-999	-999	-999	-999	-999	-999
19	temp	1	Part1	far_displaced	circle	2	1.5	standard	staircase	2	stair2	Part1|far_displaced|standard|stair2	1.5	-1.5	2.3499	5.4915	120	120	1	5.933	1	0	2	299	113	186	2.1807	3.8278	-999	-999	-999	-999	-999	-999	-999	-999
20	temp	1	Part1	far_displaced	circle	2	1.5	varying	staircase	2	stair2	Part1|far_displaced|varying|stair2	1.5	-1.5	2.0702	5.2118	120	120	1	6.016	1	0	2	317	120	197	2.6294	3.6256	-999	-999	-999	-999	-999	-999	-999	-999
21	temp	1	Part1	far_displaced	circle	2	0.2	standard	attention_check	0	n/a	-999	-999	-999	5.1684	2.0268	120	120	1	5.383	1	0	2	309	120	189	2.1752	4.0266	-999	-999	-999	-999	-999	-999	-999	-999
22	temp	1	Part1	far_displaced	circle	2	0.7	varying	staircase	1	stair1	Part1|far_displaced|varying|stair1	0.7	-0.7	4.1454	1.0038	120	120	1	5.733	1	0	3	311	113	198	2.172	3.2386	4.4799	-999	-999	-999	-999	-999	-999	-999
23	temp	1	Part1	centred	circle	2	1.5	standard	staircase	2	stair2	Part1|centred|standard|stair2	1.5	-1.5	1.3729	4.5145	120	120	1	5.766	1	0	3	317	119	198	2.0488	3.1042	4.7632	-999	-999	-999	-999	-999	-999	-999
24	temp	1	Part1	far_displaced	circle	2	1.5	varying	staircase	2	stair2	Part1|far_displaced|varying|stair2	1.5	-1.5	5.4966	2.355	120	120	1	5.883	1	0	3	308	119	189	1.7867	2.3569	3.5413	-999	-999	-999	-999	-999	-999	-999
25	temp	1	Part1	far_displaced	circle	2	1.0	varying	staircase	1	stair1	Part1|far_displaced|varying|stair1	0.7	-1.0	5.5582	2.4166	120	120	0	6.55	1	0	3	310	117	193	2.7471	3.458	5.4148	-999	-999	-999	-999	-999	-999	-999
