trialnum	subject	session	part	condition	basicShape	numObjects	speed	motionRule	trialKind	staircaseIndex	staircaseWithinCondition	stairKey	stairStartSpeed	stairValue	initialAngle	initialOtherAngle	cueFrames	timingCheckFrames	correct	trialDurTotal	numTargets	whichIsTarget	reversal_count	timingBlips	numLongFramesAfterFixation	numLongFramesAfterCue	reversal_0	reversal_1	reversal_2	reversal_3	reversal_4	reversal_5	reversal_6	reversal_7	reversal_8	reversal_9
0	temp	1	Part1	far_displaced	circle	2	0.5	varying	practice	0	n/a	-999	-999	-999	1.9228	5.0643	120	120	1	5.62	1	0	2	269	107	162	2.4313	4.3608	-999	-999	-999	-999	-999	-999	-999	-999
1	temp	1	Part1	near_displaced	circle	2	1.0	standard	practice	0	n/a	-999	-999	-999	1.8548	4.9964	120	120	1	5.361	1	0	3	318	120	198	1.9393	2.634	4.1228	-999	-999	-999	-999	-999	-999	-999
2	temp	1	Part1	centred	circle	2	1.0	standard	practice	0	n/a	-999	-999	-999	1.4452	4.5868	120	120	1	5.322	1	0	2	319	120	199	2.3786	3.7548	-999	-999	-999	-999	-999	-999	-999	-999
3	temp	1	Part1	near_displaced	circle	2	1.0	varying	practice	0	n/a	-999	-999	-999	5.1617	2.0201	120	120	1	5.509	1	0	2	317	119	198	3.1206	3.7644	-999	-999	-999	-999	-999	-999	-999	-999
4	temp	1	Part1	near_displaced	circle	2	0.5	varying	practice	0	n/a	-999	-999	-999	1.8405	4.9821	120	120	1	5.055	1	0	4	319	120	199	1.8754	2.4107	2.9133	3.809	-999	-999	-999	-999	-999	-999
5	temp	1	Part1	far_displaced	circle	2	1.0	varying	practice	0	n/a	-999	-999	-999	2.5332	5.6748	120	120	1	5.695	1	0	2	307	117	190	2.9196	3.7568	-999	-999	-999	-999	-999	-999	-999	-999
6	temp	1	Part1	centred	circle	2	0.5	standard	practice	0	n/a	-999	-999	-999	6.1566	3.015	120	120	1	5.413	1	0	2	301	117	184	2.635	4.0869	-999	-999	-999	-999	-999	-999	-999	-999
7	temp	1	Part1	far_displaced	circle	2	0.5	standard	practice	0	n/a	-999	-999	-999	2.431	5.5726	120	120	1	5.242	1	0	3	319	120	199	1.8711	3.1034	5.0125	-999	-999	-999	-999	-999	-999	-999
8	temp	1	Part1	near_displaced	circle	2	0.5	standard	practice	0	n/a	-999	-999	-999	3.6747	0.5331	120	120	1	5.415	1	0	4	316	119	197	1.9255	2.91	3.456	4.1966	-999	-999	-999	-999	-999	-999
9	temp	1	Part1	far_displaced	circle	2	1.0	standard	practice	0	n/a	-999	-999	-999	5.7388	2.5972	120	120	1	5.816	1	0	2	319	120	199	3.1623	4.2567	-999	-999	-999	-999	-999	-999	-999	-999
10	temp	1	Part1	far_displaced	circle	2	0.7	varying	staircase	1	stair1	Part1|far_displaced|varying|stair1	0.7	-0.7	0.1062	3.2478	120	120	1	5.583	1	0	3	303	119	184	2.1532	3.0312	3.8005	-999	-999	-999	-999	-999	-999	-999
11	temp	1	Part1	far_displaced	circle	2	0.7	standard	staircase	1	stair1	Part1|far_displaced|standard|stair1	0.7	-0.7	4.3842	1.2426	120	120	1	5.933	1	0	2	315	119	196	3.1533	4.1345	-999	-999	-999	-999	-999	-999	-999	-999
12	temp	1	Part1	near_displaced	circle	2	0.7	standard	staircase	1	stair1	Part1|near_displaced|standard|stair1	0.7	-0.7	0.9112	4.0528	120	120	1	5.383	1	0	3	318	119	199	1.7981	2.5604	4.118	-999	-999	-999	-999	-999	-999	-999
13	temp	1	Part1	near_displaced	circle	2	0.7	varying	staircase	1	stair1	Part1|near_displaced|varying|stair1	0.7	-0.7	0.8238	3.9654	120	120	1	5.617	1	0	3	264	93	171	1.7497	3.1801	3.881	-999	-999	-999	-999	-999	-999	-999
14	temp	1	Part1	centred	circle	2	0.7	standard	staircase	1	stair1	Part1|centred|standard|stair1	0.7	-0.7	2.3479	5.4895	120	120	1	5.65	1	0	3	302	120	182	2.5146	3.0795	4.8392	-999	-999	-999	-999	-999	-999	-999
15	temp	1	Part1	near_displaced	circle	2	1.5	varying	staircase	2	stair2	Part1|near_displaced|varying|stair2	1.5	-1.5	4.5154	1.3738	120	120	1	5.7	1	0	3	317	120	197	1.8391	3.2362	5.0065	-999	-999	-999	-999	-999	-999	-999
