trialnum	subject	session	part	condition	basicShape	numObjects	speed	motionRule	trialKind	staircaseIndex	staircaseWithinCondition	stairKey	stairStartSpeed	stairValue	initialAngle	initialOtherAngle	cueFrames	timingCheckFrames	eyetrackingEnabled	fixatnPeriodFrames	trajectorySide	trajectoryOffsetDeg	ellipseRotationRad	correct	trialOutcome	trialExcluded	fixBreakFrame	fixBreakDistanceDeg	trialDurTotal	numTargets	whichIsTarget	reversal_count	timingBlips	numLongFramesAfterCue	reversal_0	reversal_1	reversal_2	reversal_3	reversal_4	reversal_5	reversal_6	reversal_7	reversal_8	reversal_9
0	temp	a	Part1	centred	circle	2	1.0	standard	practice	0	n/a	-999	-999	-999	5.8685	2.7269	90	90	0	71	center	0.0	-999	1	5.218	1	0	3	2	0	2.5466	3.2115	5.0095	-999	-999	-999	-999	-999	-999	-999
1	temp	a	Part1	far_displaced	circle	2	1.0	standard	practice	0	n/a	-999	-999	-999	2.8033	5.9449	90	90	0	81	left	10.0	-999	1	5.212	1	0	3	1	1	2.5754	3.4385	4.1405	-999	-999	-999	-999	-999	-999	-999
2	temp	a	Part1	far_displaced	circle	2	0.5	varying	practice	0	n/a	-999	-999	-999	3.6017	0.4601	90	90	0	73	right	10.0	-999	1	5.095	1	0	2	0	0	2.5028	4.0585	-999	-999	-999	-999	-999	-999	-999	-999
3	temp	a	Part1	near_displaced	circle	2	0.5	standard	practice	0	n/a	-999	-999	-999	4.2431	1.1015	90	90	0	77	right	5.0	-999	1	5.148	1	0	2	0	0	1.7449	3.6323	-999	-999	-999	-999	-999	-999	-999	-999
4	temp	a	Part1	far_displaced	circle	2	0.5	standard	practice	0	n/a	-999	-999	-999	0.6225	3.7641	90	90	0	97	left	10.0	-999	1	5.415	1	0	2	0	0	2.8046	4.107	-999	-999	-999	-999	-999	-999	-999	-999
5	temp	a	Part1	near_displaced	circle	2	0.5	varying	practice	0	n/a	-999	-999	-999	4.5833	1.4417	90	90	0	84	left	5.0	-999	1	5.241	1	0	4	0	0	2.1418	2.6821	3.2396	4.7222	-999	-999	-999	-999	-999	-999
6	temp	a	Part1	near_displaced	circle	2	1.0	standard	practice	0	n/a	-999	-999	-999	3.5501	0.4085	90	90	0	79	right	5.0	-999	1	5.175	1	0	2	0	0	1.9597	3.5872	-999	-999	-999	-999	-999	-999	-999	-999
7	temp	a	Part1	near_displaced	circle	2	1.0	varying	practice	0	n/a	-999	-999	-999	2.1379	5.2795	90	90	0	84	right	5.0	-999	1	5.256	1	0	2	2	2	3.187	4.2049	-999	-999	-999	-999	-999	-999	-999	-999
8	temp	a	Part1	centred	circle	2	0.5	standard	practice	0	n/a	-999	-999	-999	6.1033	2.9617	90	90	0	68	center	0.0	-999	1	5.027	1	0	2	0	0	2.9162	4.5097	-999	-999	-999	-999	-999	-999	-999	-999
9	temp	a	Part1	far_displaced	circle	2	1.0	varying	practice	0	n/a	-999	-999	-999	4.7769	1.6353	90	90	0	82	left	10.0	-999	1	5.282	1	0	2	1	0	2.7075	3.5736	-999	-999	-999	-999	-999	-999	-999	-999
10	temp	a	Part1	far_displaced	circle	2	0.7	varying	staircase	1	stair1	Part1|far_displaced|varying|stair1	0.7	-0.7	5.1379	1.9963	90	90	0	75	left	10.0	-999	1	5.266	1	0	2	2	1	3.1498	4.737	-999	-999	-999	-999	-999	-999	-999	-999
11	temp	a	Part1	near_displaced	circle	2	0.7	varying	staircase	1	stair1	Part1|near_displaced|varying|stair1	0.7	-0.7	2.0335	5.1751	90	90	0	80	right	5.0	-999	1	5.35	1	0	2	1	1	2.7118	4.6564	-999	-999	-999	-999	-999	-999	-999	-999
