trialnum	subject	session	part	condition	basicShape	numObjects	speed	motionRule	trialKind	staircaseIndex	staircaseWithinCondition	stairKey	stairStartSpeed	stairValue	initialAngle	initialOtherAngle	cueFrames	timingCheckFrames	correct	trialDurTotal	numTargets	whichIsTarget	reversal_count	timingBlips	numLongFramesAfterFixation	numLongFramesAfterCue	reversal_0	reversal_1	reversal_2	reversal_3	reversal_4	reversal_5	reversal_6	reversal_7	reversal_8	reversal_9
0	temp	1	Part1	centred	circle	2	0.7000000000000002	standard	staircase	1	stair1	Part1|centred|standard|stair1	0.7	2.2	4.6772	1.5356	120	120	1	5.365	1	0	3	269	90	179	2.1085	3.2105	5.1213	-999	-999	-999	-999	-999	-999	-999
1	temp	1	Part1	near_displaced	circle	2	0.7000000000000002	varying	staircase	1	stair1	Part1|near_displaced|varying|stair1	0.7	2.2	1.0608	4.2024	120	120	1	6.983	1	0	2	313	120	193	3.0989	4.5481	-999	-999	-999	-999	-999	-999	-999	-999
2	temp	1	Part1	far_displaced	circle	2	0.7000000000000002	standard	staircase	1	stair1	Part1|far_displaced|standard|stair1	0.7	2.2	4.509	1.3674	120	120	1	5.416	1	0	2	257	91	166	2.9465	4.4832	-999	-999	-999	-999	-999	-999	-999	-999
3	temp	1	Part1	far_displaced	circle	2	0.7000000000000002	varying	staircase	1	stair1	Part1|far_displaced|varying|stair1	0.7	2.2	1.3672	4.5088	120	120	1	5.416	1	0	2	274	119	155	2.7317	4.1412	-999	-999	-999	-999	-999	-999	-999	-999
4	temp	1	Part1	near_displaced	circle	2	0.7000000000000002	standard	staircase	1	stair1	Part1|near_displaced|standard|stair1	0.7	2.2	1.0057	4.1473	120	120	1	5.4	1	0	2	319	120	199	3.0459	4.5223	-999	-999	-999	-999	-999	-999	-999	-999
5	temp	1	Part1	far_displaced	circle	2	1.8	varying	staircase	2	stair2	Part1|far_displaced|varying|stair2	1.8	1.1000000000000003	4.8122	1.6706	120	120	1	5.414	1	0	3	293	111	182	2.3913	3.2344	4.61	-999	-999	-999	-999	-999	-999	-999
6	temp	1	Part1	near_displaced	circle	2	1.8	varying	staircase	2	stair2	Part1|near_displaced|varying|stair2	1.8	1.1000000000000003	5.1036	1.962	120	120	1	5.366	1	0	3	319	120	199	2.0061	3.1115	3.8324	-999	-999	-999	-999	-999	-999	-999
7	temp	1	Part1	far_displaced	circle	2	1.0000000000000002	varying	staircase	1	stair1	Part1|far_displaced|varying|stair1	0.7	1.9000000000000001	0.84	3.9816	120	120	1	5.383	1	0	2	319	120	199	2.8526	4.7354	-999	-999	-999	-999	-999	-999	-999	-999
8	temp	1	Part1	far_displaced	circle	2	1.8	standard	staircase	2	stair2	Part1|far_displaced|standard|stair2	1.8	1.1000000000000003	4.1894	1.0478	120	120	1	5.416	1	0	2	319	120	199	3.1749	4.0458	-999	-999	-999	-999	-999	-999	-999	-999
9	temp	1	Part1	far_displaced	circle	2	2.1	varying	staircase	2	stair2	Part1|far_displaced|varying|stair2	1.8	0.8000000000000003	5.3024	2.1608	120	120	1	5.432	1	0	3	309	110	199	2.274	3.177	4.1541	-999	-999	-999	-999	-999	-999	-999
10	temp	1	Part1	far_displaced	circle	2	1.0000000000000002	standard	staircase	1	stair1	Part1|far_displaced|standard|stair1	0.7	1.9000000000000001	0.3163	3.4579	120	120	1	5.466	1	0	3	296	120	176	2.3338	3.4389	5.1531	-999	-999	-999	-999	-999	-999	-999
11	temp	1	Part1	near_displaced	circle	2	0.2	standard	attention_check	0	n/a	-999	-999	-999	0.318	3.4596	120	120	1	5.467	1	0	4	279	112	167	1.7103	2.368	3.257	4.1296	-999	-999	-999	-999	-999	-999
12	temp	1	Part1	near_displaced	circle	2	1.8	standard	staircase	2	stair2	Part1|near_displaced|standard|stair2	1.8	1.1000000000000003	2.162	5.3036	120	120	1	5.515	1	0	2	288	107	181	3.0253	3.993	-999	-999	-999	-999	-999	-999	-999	-999
13	temp	1	Part1	near_displaced	circle	2	1.0000000000000002	varying	staircase	1	stair1	Part1|near_displaced|varying|stair1	0.7	1.9000000000000001	1.6478	4.7893	120	120	1	5.45	1	0	2	261	101	160	3.1567	4.796	-999	-999	-999	-999	-999	-999	-999	-999
14	temp	1	Part1	near_displaced	circle	2	1.0000000000000002	standard	staircase	1	stair1	Part1|near_displaced|standard|stair1	0.7	1.9000000000000001	1.7524	4.894	120	120	1	5.45	1	0	3	251	107	144	1.7336	2.8738	4.0863	-999	-999	-999	-999	-999	-999	-999
15	temp	1	Part1	far_displaced	circle	2	2.1	standard	staircase	2	stair2	Part1|far_displaced|standard|stair2	1.8	0.8000000000000003	3.4627	0.3211	120	120	1	5.633	1	0	2	277	120	157	2.6269	4.5505	-999	-999	-999	-999	-999	-999	-999	-999
16	temp	1	Part1	centred	circle	2	1.8	standard	staircase	2	stair2	Part1|centred|standard|stair2	1.8	1.1000000000000003	2.6028	5.7444	120	120	1	5.5	1	0	3	319	120	199	2.2046	3.0646	3.6175	-999	-999	-999	-999	-999	-999	-999
17	temp	1	Part1	far_displaced	circle	2	1.3000000000000003	standard	staircase	1	stair1	Part1|far_displaced|standard|stair1	0.7	1.6	3.5546	0.413	120	120	1	5.549	1	0	2	273	99	174	2.8898	4.8536	-999	-999	-999	-999	-999	-999	-999	-999
18	temp	1	Part1	far_displaced	circle	2	1.3000000000000003	varying	staircase	1	stair1	Part1|far_displaced|varying|stair1	0.7	1.6	6.0636	2.922	120	120	1	5.55	1	0	3	275	112	163	2.1016	3.2111	4.0745	-999	-999	-999	-999	-999	-999	-999
19	temp	1	Part1	centred	circle	2	1.0000000000000002	standard	staircase	1	stair1	Part1|centred|standard|stair1	0.7	1.9000000000000001	0.644	3.7856	120	120	1	5.582	1	0	2	311	114	197	2.112	4.0476	-999	-999	-999	-999	-999	-999	-999	-999
20	temp	1	Part1	centred	circle	2	2.1	standard	staircase	2	stair2	Part1|centred|standard|stair2	1.8	0.8000000000000003	4.5386	1.397	120	120	1	5.7	1	0	2	303	120	183	3.0286	3.7667	-999	-999	-999	-999	-999	-999	-999	-999
21	temp	1	Part1	near_displaced	circle	2	0.2	varying	attention_check	0	n/a	-999	-999	-999	2.7181	5.8597	120	120	1	5.566	1	0	3	290	107	183	1.9175	3.0509	5.0444	-999	-999	-999	-999	-999	-999	-999
22	temp	1	Part1	far_displaced	circle	2	2.2	varying	staircase	2	stair2	Part1|far_displaced|varying|stair2	1.8	0.7	5.2041	2.0625	120	120	1	5.6	1	0	3	287	109	178	2.0287	3.1801	4.5903	-999	-999	-999	-999	-999	-999	-999
23	temp	1	Part1	far_displaced	circle	2	2.2	standard	staircase	2	stair2	Part1|far_displaced|standard|stair2	1.8	0.7	0.7819	3.9235	120	120	1	5.55	1	0	2	288	120	168	2.902	4.0815	-999	-999	-999	-999	-999	-999	-999	-999
24	temp	1	Part1	far_displaced	circle	2	1.6000000000000003	varying	staircase	1	stair1	Part1|far_displaced|varying|stair1	0.7	1.3	1.4502	4.5918	120	120	1	5.85	1	0	3	297	112	185	2.925	3.445	4.9784	-999	-999	-999	-999	-999	-999	-999
25	temp	1	Part1	near_displaced	circle	2	2.1	standard	staircase	2	stair2	Part1|near_displaced|standard|stair2	1.8	0.8000000000000003	3.9537	0.8121	120	120	1	5.616	1	0	2	293	120	173	2.4076	3.8925	-999	-999	-999	-999	-999	-999	-999	-999
26	temp	1	Part1	far_displaced	circle	2	1.6000000000000003	standard	staircase	1	stair1	Part1|far_displaced|standard|stair1	0.7	1.3	5.0944	1.9528	120	120	1	5.583	1	0	2	259	95	164	2.8112	4.7796	-999	-999	-999	-999	-999	-999	-999	-999
27	temp	1	Part1	near_displaced	circle	2	1.3000000000000003	standard	staircase	1	stair1	Part1|near_displaced|standard|stair1	0.7	1.6	4.7472	1.6056	120	120	1	5.667	1	0	3	304	120	184	1.8791	3.3997	3.9516	-999	-999	-999	-999	-999	-999	-999
28	temp	1	Part1	near_displaced	circle	2	2.1	varying	staircase	2	stair2	Part1|near_displaced|varying|stair2	1.8	0.8000000000000003	5.8045	2.6629	120	120	1	5.715	1	0	2	266	109	157	2.8324	3.8137	-999	-999	-999	-999	-999	-999	-999	-999
