trialnum	subject	session	part	condition	basicShape	numObjects	speed	motionRule	trialKind	staircaseIndex	staircaseWithinCondition	stairKey	stairStartSpeed	stairValue	initialAngle	initialOtherAngle	cueFrames	timingCheckFrames	correct	trialDurTotal	numTargets	whichIsTarget	reversal_count	timingBlips	numLongFramesAfterFixation	numLongFramesAfterCue	reversal_0	reversal_1	reversal_2	reversal_3	reversal_4	reversal_5	reversal_6	reversal_7	reversal_8	reversal_9
0	temp	1	Part1	centred	circle	2	0.7000000000000002	standard	staircase	1	stair1	Part1|centred|standard|stair1	0.7	3.0	6.2003	3.0587	120	120	1	5.714	1	0	2	285	101	184	2.8622	4.4787	-999	-999	-999	-999	-999	-999	-999	-999
1	temp	1	Part1	near_displaced	circle	2	0.7000000000000002	standard	staircase	1	stair1	Part1|near_displaced|standard|stair1	0.7	3.0	1.6594	4.801	120	120	1	6.049	1	0	3	275	114	161	2.1052	3.3248	4.6299	-999	-999	-999	-999	-999	-999	-999
2	temp	1	Part1	near_displaced	circle	2	0.7000000000000002	varying	staircase	1	stair1	Part1|near_displaced|varying|stair1	0.7	3.0	3.2719	0.1303	120	120	1	5.566	1	0	2	265	111	154	2.5232	3.882	-999	-999	-999	-999	-999	-999	-999	-999
3	temp	1	Part1	far_displaced	circle	2	0.7000000000000002	standard	staircase	1	stair1	Part1|far_displaced|standard|stair1	0.7	3.0	1.7287	4.8703	120	120	1	5.733	1	0	2	299	120	179	2.8197	3.9626	-999	-999	-999	-999	-999	-999	-999	-999
4	temp	1	Part1	far_displaced	circle	2	0.7000000000000002	varying	staircase	1	stair1	Part1|far_displaced|varying|stair1	0.7	3.0	1.0774	4.219	120	120	1	6.065	1	0	2	306	120	186	2.0101	3.614	-999	-999	-999	-999	-999	-999	-999	-999
5	temp	1	Part1	near_displaced	circle	2	1.8	varying	staircase	2	stair2	Part1|near_displaced|varying|stair2	1.8	1.9000000000000001	3.082	6.2236	120	120	1	6.016	1	0	2	301	114	187	3.1498	3.958	-999	-999	-999	-999	-999	-999	-999	-999
6	temp	1	Part1	far_displaced	circle	2	1.8	standard	staircase	2	stair2	Part1|far_displaced|standard|stair2	1.8	1.9000000000000001	1.3068	4.4484	120	120	0	6.916	1	0	2	272	112	160	2.8278	4.3244	-999	-999	-999	-999	-999	-999	-999	-999
7	temp	1	Part1	near_displaced	circle	2	1.8	standard	staircase	2	stair2	Part1|near_displaced|standard|stair2	1.8	1.9000000000000001	0.1266	3.2682	120	120	1	6.133	1	0	2	319	120	199	2.9867	3.8537	-999	-999	-999	-999	-999	-999	-999	-999
8	temp	1	Part1	near_displaced	circle	2	1.5	varying	staircase	1	stair1	Part1|near_displaced|varying|stair1	0.7	2.2	3.6053	0.4637	120	120	1	5.867	1	0	3	275	114	161	1.8945	2.991	3.5956	-999	-999	-999	-999	-999	-999	-999
9	temp	1	Part1	near_displaced	circle	2	1.5	standard	staircase	1	stair1	Part1|near_displaced|standard|stair1	0.7	2.2	4.0383	0.8967	120	120	1	6.216	1	0	2	319	120	199	2.0468	3.7181	-999	-999	-999	-999	-999	-999	-999	-999
