trialnum	 subject	 session	 part 	 condition     	 basicShape	 numObjects	 speed             	 motionRule	 trialKind      	 staircaseIndex	 staircaseWithinCondition	 stairKey                            	 stairStartSpeed	 stairValue         	 initialAngle	 initialOtherAngle	 cueFrames	 timingCheckFrames	 eyetrackingEnabled	 fixatnPeriodFrames	 trajectorySide	 trajectoryOffsetDeg	 ellipseRotationRad	 correct	 trialOutcome	 trialExcluded	 fixBreakFrame	 fixBreakDistanceDeg	 trialDurTotal	 numTargets	 whichIsTarget	 reversal_count	 timingBlips	 numLongFramesAfterCue	 reversal_0	 reversal_1	 reversal_2	 reversal_3	 reversal_4	 reversal_5	 reversal_6	 reversal_7	 reversal_8	 reversal_9
       0	 temp   	 a      	 Part1	 near_displaced	 circle    	          2	 1.0               	 standard  	 practice       	              0	 n/a                     	 -999                                	 -999           	 -999               	       3.4535	            0.3119	        89	                89	                  0	                 80	 right         	                 5.0	 -999              	       1	        5.165	             1	             0	                   3	             2	          2	        1.9962	         2.8834	 4.1151     	 -999                 	 -999      	 -999      	 -999      	 -999      	 -999      	 -999
       1	 temp   	 a      	 Part1	 far_displaced 	 circle    	          2	 1.0               	 varying   	 practice       	              0	 n/a                     	 -999                                	 -999           	 -999               	       3.5487	            0.4071	        89	                89	                  0	                 84	 left          	                10.0	 -999              	       1	        5.214	             1	             0	                   2	             0	          0	        2.6625	         4.0669	 -999       	 -999                 	 -999      	 -999      	 -999      	 -999      	 -999      	 -999
       2	 temp   	 a      	 Part1	 far_displaced 	 circle    	          2	 0.5               	 varying   	 practice       	              0	 n/a                     	 -999                                	 -999           	 -999               	       4.3847	            1.2431	        89	                89	                  0	                 97	 right         	                10.0	 -999              	       1	        5.388	             1	             0	                   2	             0	          0	        3.1823	         3.8253	 -999       	 -999                 	 -999      	 -999      	 -999      	 -999      	 -999      	 -999
       3	 temp   	 a      	 Part1	 near_displaced	 circle    	          2	 0.5               	 standard  	 practice       	              0	 n/a                     	 -999                                	 -999           	 -999               	       0.5663	            3.7078	        89	                89	                  0	                 95	 left          	                 5.0	 -999              	       1	        5.389	             1	             0	                   2	             4	          0	        2.7743	         3.6695	 -999       	 -999                 	 -999      	 -999      	 -999      	 -999      	 -999      	 -999
       4	 temp   	 a      	 Part1	 far_displaced 	 circle    	          2	 1.0               	 standard  	 practice       	              0	 n/a                     	 -999                                	 -999           	 -999               	       3.3441	            0.2025	        89	                89	                  0	                 94	 right         	                10.0	 -999              	       1	        5.348	             1	             0	                   3	             0	          0	        2.1146	         3.1339	 5.0218     	 -999                 	 -999      	 -999      	 -999      	 -999      	 -999      	 -999
       5	 temp   	 a      	 Part1	 centred       	 circle    	          2	 0.5               	 standard  	 practice       	              0	 n/a                     	 -999                                	 -999           	 -999               	       0.736 	            3.8776	        89	                89	                  0	                 92	 center        	                 0.0	 -999              	       1	        5.322	             1	             0	                   2	             0	          0	        3.1108	         4.8558	 -999       	 -999                 	 -999      	 -999      	 -999      	 -999      	 -999      	 -999
       6	 temp   	 a      	 Part1	 centred       	 circle    	          2	 1.0               	 standard  	 practice       	              0	 n/a                     	 -999                                	 -999           	 -999               	       3.4295	            0.2879	        89	                89	                  0	                 81	 center        	                 0.0	 -999              	       1	        5.175	             1	             0	                   3	             0	          0	        2.2846	         3.1379	 3.8382     	 -999                 	 -999      	 -999      	 -999      	 -999      	 -999      	 -999
       7	 temp   	 a      	 Part1	 near_displaced	 circle    	          2	 0.5               	 varying   	 practice       	              0	 n/a                     	 -999                                	 -999           	 -999               	       3.2124	            0.0708	        89	                89	                  0	                 84	 left          	                 5.0	 -999              	       1	        5.215	             1	             0	                   2	             0	          0	        1.9759	         3.5871	 -999       	 -999                 	 -999      	 -999      	 -999      	 -999      	 -999      	 -999
       8	 temp   	 a      	 Part1	 near_displaced	 circle    	          2	 1.0               	 varying   	 practice       	              0	 n/a                     	 -999                                	 -999           	 -999               	       3.1943	            0.0527	        89	                89	                  0	                 61	 left          	                 5.0	 -999              	       1	        4.908	             1	             0	                   3	             0	          0	        2.101 	         3.1192	 4.56       	 -999                 	 -999      	 -999      	 -999      	 -999      	 -999      	 -999
       9	 temp   	 a      	 Part1	 far_displaced 	 circle    	          2	 0.5               	 standard  	 practice       	              0	 n/a                     	 -999                                	 -999           	 -999               	       3.8536	            0.712 	        89	                89	                  0	                 84	 right         	                10.0	 -999              	       1	        5.215	             1	             0	                   3	             0	          0	        2.0583	         3.1751	 4.1577     	 -999                 	 -999      	 -999      	 -999      	 -999      	 -999      	 -999
