trialnum	subject	session	part	condition	basicShape	numObjects	speed	motionRule	trialKind	staircaseIndex	staircaseWithinCondition	stairKey	stairStartSpeed	stairValue	initialAngle	initialOtherAngle	cueFrames	timingCheckFrames	correct	trialDurTotal	numTargets	whichIsTarget	reversal_count	timingBlips	numLongFramesAfterFixation	numLongFramesAfterCue	reversal_0	reversal_1	reversal_2	reversal_3	reversal_4	reversal_5	reversal_6	reversal_7	reversal_8	reversal_9
10	temp	1	Part2	ellipse	ellipse	2	0.7000000000000002	shape	staircase	1	stair1	Part2|ellipse|stair1	0.7	2.2	2.2433	5.3849	120	120	1	5.633	1	0	2	313	114	199	2.4564	4.1126	-999	-999	-999	-999	-999	-999	-999	-999
11	temp	1	Part2	sine_circle	sine_circle	2	0.7000000000000002	shape	staircase	1	stair1	Part2|sine_circle|stair1	0.7	2.2	2.3274	5.469	120	120	1	5.3	1	0	2	319	120	199	2.3698	4.2	-999	-999	-999	-999	-999	-999	-999	-999
12	temp	1	Part2	diamond	diamond	2	0.7000000000000002	shape	staircase	1	stair1	Part2|diamond|stair1	0.7	2.2	3.6148	0.4732	120	120	1	5.333	1	0	2	317	118	199	2.1025	3.8153	-999	-999	-999	-999	-999	-999	-999	-999
13	temp	1	Part2	sine_circle	sine_circle	2	1.8	shape	staircase	2	stair2	Part2|sine_circle|stair2	1.8	1.1000000000000003	0.9818	4.1233	120	120	1	5.316	1	0	2	319	120	199	3.1326	3.6849	-999	-999	-999	-999	-999	-999	-999	-999
14	temp	1	Part2	diamond	diamond	2	1.8	shape	staircase	2	stair2	Part2|diamond|stair2	1.8	1.1000000000000003	3.9521	0.8105	120	120	1	5.35	1	0	3	276	112	164	2.8475	3.4118	5.0219	-999	-999	-999	-999	-999	-999	-999
15	temp	1	Part2	ellipse	ellipse	2	1.8	shape	staircase	2	stair2	Part2|ellipse|stair2	1.8	1.1000000000000003	5.1428	2.0012	120	120	1	5.349	1	0	2	317	119	198	2.1072	3.777	-999	-999	-999	-999	-999	-999	-999	-999
16	temp	1	Part2	ellipse	ellipse	2	0.7000000000000002	shape	staircase	1	stair1	Part2|ellipse|stair1	0.7	2.2	5.4329	2.2913	120	120	1	5.466	1	0	3	292	115	177	2.1428	3.4883	5.3403	-999	-999	-999	-999	-999	-999	-999
17	temp	1	Part2	ellipse	ellipse	2	1.5	shape	staircase	2	stair2	Part2|ellipse|stair2	1.8	1.4000000000000004	4.7985	1.6569	120	120	1	5.399	1	0	3	317	118	199	1.7533	2.4569	3.7932	-999	-999	-999	-999	-999	-999	-999
18	temp	1	Part2	diamond	diamond	2	0.7000000000000002	shape	staircase	1	stair1	Part2|diamond|stair1	0.7	2.2	0.2565	3.398	120	120	1	5.366	1	0	2	299	120	179	2.6182	3.9281	-999	-999	-999	-999	-999	-999	-999	-999
19	temp	1	Part2	sine_circle	sine_circle	2	0.7000000000000002	shape	staircase	1	stair1	Part2|sine_circle|stair1	0.7	2.2	1.8522	4.9938	120	120	1	5.533	1	0	2	319	120	199	2.9349	4.3644	-999	-999	-999	-999	-999	-999	-999	-999
