trialnum	subject	session	part	condition	basicShape	numObjects	speed	motionRule	trialKind	staircaseIndex	staircaseWithinCondition	stairKey	stairStartSpeed	stairValue	initialAngle	initialOtherAngle	cueFrames	timingCheckFrames	eyetrackingEnabled	fixatnPeriodFrames	trajectorySide	trajectoryOffsetDeg	ellipseRotationRad	correct	trialOutcome	trialExcluded	fixBreakFrame	fixBreakDistanceDeg	trialDurTotal	numTargets	whichIsTarget	reversal_count	timingBlips	numLongFramesAfterCue	reversal_0	reversal_1	reversal_2	reversal_3	reversal_4	reversal_5	reversal_6	reversal_7	reversal_8	reversal_9
0	temp	a	Part1	near_displaced	circle	2	0.5	standard	practice	0	n/a	-999	-999	-999	5.4671	2.3255	89	89	0	83	right	5.0	-999	1	5.233	1	0	2	4	3	2.824	4.3688	-999	-999	-999	-999	-999	-999	-999	-999
1	temp	a	Part1	centred	circle	2	0.5	standard	practice	0	n/a	-999	-999	-999	4.1164	0.9748	89	89	0	62	center	0.0	-999	1	4.919	1	0	2	0	0	2.9623	3.7473	-999	-999	-999	-999	-999	-999	-999	-999
2	temp	a	Part1	far_displaced	circle	2	1.0	varying	practice	0	n/a	-999	-999	-999	5.0536	1.912	89	89	0	73	left	10.0	-999	1	5.069	1	0	3	0	0	2.2833	3.1038	4.487	-999	-999	-999	-999	-999	-999	-999
3	temp	a	Part1	near_displaced	circle	2	1.0	standard	practice	0	n/a	-999	-999	-999	4.6795	1.5379	89	89	0	73	left	5.0	-999	1	5.068	1	0	3	0	0	1.8781	2.9868	3.711	-999	-999	-999	-999	-999	-999	-999
4	temp	a	Part1	far_displaced	circle	2	1.0	standard	practice	0	n/a	-999	-999	-999	2.1113	5.2529	89	89	0	71	right	10.0	-999	1	5.041	1	0	2	0	0	2.867	3.6469	-999	-999	-999	-999	-999	-999	-999	-999
5	temp	a	Part1	centred	circle	2	1.0	standard	practice	0	n/a	-999	-999	-999	5.4894	2.3478	89	89	0	92	center	0.0	-999	1	5.322	1	0	2	0	0	3.1443	4.2232	-999	-999	-999	-999	-999	-999	-999	-999
6	temp	a	Part1	far_displaced	circle	2	0.5	varying	practice	0	n/a	-999	-999	-999	5.2338	2.0922	89	89	0	97	right	10.0	-999	1	5.388	1	0	3	0	0	2.0224	2.7299	4.6926	-999	-999	-999	-999	-999	-999	-999
7	temp	a	Part1	near_displaced	circle	2	0.5	varying	practice	0	n/a	-999	-999	-999	5.07	1.9284	89	89	0	93	left	5.0	-999	1	5.335	1	0	2	0	0	2.2889	4.0052	-999	-999	-999	-999	-999	-999	-999	-999
8	temp	a	Part1	far_displaced	circle	2	0.5	standard	practice	0	n/a	-999	-999	-999	4.7562	1.6146	89	89	0	82	left	10.0	-999	1	5.188	1	0	2	0	0	2.79	3.7725	-999	-999	-999	-999	-999	-999	-999	-999
9	temp	a	Part1	near_displaced	circle	2	1.0	varying	practice	0	n/a	-999	-999	-999	4.2442	1.1027	89	89	0	94	right	5.0	-999	1	5.349	1	0	2	0	0	3.1397	4.743	-999	-999	-999	-999	-999	-999	-999	-999
