trialnum	subject	session	part	condition	basicShape	numObjects	speed	motionRule	trialKind	staircaseIndex	staircaseWithinCondition	stairKey	stairStartSpeed	stairValue	initialAngle	initialOtherAngle	cueFrames	timingCheckFrames	correct	trialDurTotal	numTargets	whichIsTarget	reversal_count	timingBlips	numLongFramesAfterFixation	numLongFramesAfterCue	reversal_0	reversal_1	reversal_2	reversal_3	reversal_4	reversal_5	reversal_6	reversal_7	reversal_8	reversal_9
10	temp	1	Part1	far_displaced	circle	2	0.7	standard	staircase	1	stair1	Part1|far_displaced|standard|stair1	0.7	0.7	5.0332	1.8916	120	120	1	6.75	1	0	3	319	120	199	1.9186	3.319	5.1417	-999	-999	-999	-999	-999	-999	-999
11	temp	1	Part1	near_displaced	circle	2	0.7	standard	staircase	1	stair1	Part1|near_displaced|standard|stair1	0.7	0.7	4.721	1.5794	120	120	0	7.551	1	0	2	319	120	199	2.7322	4.3302	-999	-999	-999	-999	-999	-999	-999	-999
12	temp	1	Part1	near_displaced	circle	2	0.7	varying	staircase	1	stair1	Part1|near_displaced|varying|stair1	0.7	0.7	5.0852	1.9436	120	120	0	7.776	1	0	3	319	120	199	1.9506	2.4755	3.8278	-999	-999	-999	-999	-999	-999	-999
13	temp	1	Part1	far_displaced	circle	2	0.7	varying	staircase	1	stair1	Part1|far_displaced|varying|stair1	0.7	0.7	5.9686	2.827	120	120	1	9.526	1	0	3	318	120	198	2.3573	3.4927	5.4663	-999	-999	-999	-999	-999	-999	-999
14	temp	1	Part1	centred	circle	2	0.7	standard	staircase	1	stair1	Part1|centred|standard|stair1	0.7	0.7	2.8339	5.9755	120	120	0	15.852	1	0	2	318	120	198	1.9986	3.819	-999	-999	-999	-999	-999	-999	-999	-999
15	temp	1	Part1	far_displaced	circle	2	1.5	standard	staircase	2	stair2	Part1|far_displaced|standard|stair2	1.5	1.5	2.8953	6.0369	120	120	0	15.649	1	0	2	319	120	199	2.8773	4.6738	-999	-999	-999	-999	-999	-999	-999	-999
16	temp	1	Part1	centred	circle	2	1.5	standard	staircase	2	stair2	Part1|centred|standard|stair2	1.5	1.5	1.3565	4.4981	120	120	0	15.634	1	0	3	319	120	199	1.7227	3.4417	4.1397	-999	-999	-999	-999	-999	-999	-999
17	temp	1	Part1	near_displaced	circle	2	1.5	standard	staircase	2	stair2	Part1|near_displaced|standard|stair2	1.5	1.5	1.3246	4.4662	120	120	0	15.651	1	0	3	318	120	198	2.3603	3.4846	4.1613	-999	-999	-999	-999	-999	-999	-999
18	temp	1	Part1	near_displaced	circle	2	1.5	varying	staircase	2	stair2	Part1|near_displaced|varying|stair2	1.5	1.5	4.6049	1.4633	120	120	0	15.643	1	0	2	319	120	199	2.5576	4.3385	-999	-999	-999	-999	-999	-999	-999	-999
19	temp	1	Part1	far_displaced	circle	2	1.5	varying	staircase	2	stair2	Part1|far_displaced|varying|stair2	1.5	1.5	5.3186	2.177	120	120	0	15.679	1	0	2	319	120	199	2.1624	3.8761	-999	-999	-999	-999	-999	-999	-999	-999
20	temp	1	Part1	near_displaced	circle	2	1.0	standard	staircase	1	stair1	Part1|near_displaced|standard|stair1	0.7	1.0	2.6497	5.7913	120	120	0	15.691	1	0	3	319	120	199	2.4093	3.1088	4.381	-999	-999	-999	-999	-999	-999	-999
21	temp	1	Part1	far_displaced	circle	2	0.2	standard	attention_check	0	n/a	-999	-999	-999	5.2724	2.1308	120	120	0	16.205	1	0	2	318	120	198	2.4454	3.973	-999	-999	-999	-999	-999	-999	-999	-999
22	temp	1	Part1	far_displaced	circle	2	0.7	varying	staircase	1	stair1	Part1|far_displaced|varying|stair1	0.7	0.7	0.5147	3.6563	120	120	0	16.032	1	0	2	318	119	199	3.0783	4.1124	-999	-999	-999	-999	-999	-999	-999	-999
23	temp	1	Part1	near_displaced	circle	2	1.0	varying	staircase	1	stair1	Part1|near_displaced|varying|stair1	0.7	1.0	4.5754	1.4338	120	120	0	15.774	1	0	3	319	120	199	1.7093	2.9418	4.7131	-999	-999	-999	-999	-999	-999	-999
24	temp	1	Part1	far_displaced	circle	2	1.8	varying	staircase	2	stair2	Part1|far_displaced|varying|stair2	1.5	1.8	3.8704	0.7288	120	120	0	15.918	1	0	3	319	120	199	1.9421	2.5105	3.8984	-999	-999	-999	-999	-999	-999	-999
25	temp	1	Part1	near_displaced	circle	2	1.8	standard	staircase	2	stair2	Part1|near_displaced|standard|stair2	1.5	1.8	2.4529	5.5944	120	120	0	15.786	1	0	3	319	120	199	2.1418	3.0075	3.7613	-999	-999	-999	-999	-999	-999	-999
26	temp	1	Part1	near_displaced	circle	2	1.3	standard	staircase	1	stair1	Part1|near_displaced|standard|stair1	0.7	1.3	1.5448	4.6864	120	120	0	16.033	1	0	3	318	119	199	1.9879	2.7373	3.999	-999	-999	-999	-999	-999	-999	-999
27	temp	1	Part1	centred	circle	2	1.0	standard	staircase	1	stair1	Part1|centred|standard|stair1	0.7	1.0	4.7278	1.5862	120	120	0	15.928	1	0	3	318	120	198	1.8692	3.3493	3.9575	-999	-999	-999	-999	-999	-999	-999
28	temp	1	Part1	centred	circle	2	1.8	standard	staircase	2	stair2	Part1|centred|standard|stair2	1.5	1.8	4.2534	1.1118	120	120	0	15.924	1	0	4	319	120	199	1.734	2.6891	3.2908	3.7998	-999	-999	-999	-999	-999	-999
29	temp	1	Part1	centred	circle	2	1.3	standard	staircase	1	stair1	Part1|centred|standard|stair1	0.7	1.3	3.0812	6.2228	120	120	0	16.032	1	0	3	318	120	198	2.5777	3.2303	5.0811	-999	-999	-999	-999	-999	-999	-999
30	temp	1	Part1	far_displaced	circle	2	0.7	standard	staircase	1	stair1	Part1|far_displaced|standard|stair1	0.7	0.7	3.6154	0.4738	120	120	0	15.921	1	0	2	318	120	198	2.9622	4.3055	-999	-999	-999	-999	-999	-999	-999	-999
31	temp	1	Part1	far_displaced	circle	2	0.2	varying	attention_check	0	n/a	-999	-999	-999	3.2432	0.1016	120	120	0	15.868	1	0	3	319	120	199	1.8891	3.1009	4.0413	-999	-999	-999	-999	-999	-999	-999
32	temp	1	Part1	far_displaced	circle	2	1.8	standard	staircase	2	stair2	Part1|far_displaced|standard|stair2	1.5	1.8	2.989	6.1306	120	120	0	15.951	1	0	3	318	120	198	1.8797	2.7573	3.9822	-999	-999	-999	-999	-999	-999	-999
33	temp	1	Part1	far_displaced	circle	2	1.0	varying	staircase	1	stair1	Part1|far_displaced|varying|stair1	0.7	1.0	3.1914	0.0498	120	120	0	15.926	1	0	2	319	120	199	1.9364	3.6052	-999	-999	-999	-999	-999	-999	-999	-999
34	temp	1	Part1	far_displaced	circle	2	2.1	varying	staircase	2	stair2	Part1|far_displaced|varying|stair2	1.5	2.1	1.6426	4.7842	120	120	0	16.043	1	0	3	319	120	199	1.7642	3.1769	4.2222	-999	-999	-999	-999	-999	-999	-999
35	temp	1	Part1	near_displaced	circle	2	1.8	varying	staircase	2	stair2	Part1|near_displaced|varying|stair2	1.5	1.8	3.9201	0.7785	120	120	0	15.926	1	0	2	319	120	199	3.1612	4.491	-999	-999	-999	-999	-999	-999	-999	-999
36	temp	1	Part1	centred	circle	2	2.1	standard	staircase	2	stair2	Part1|centred|standard|stair2	1.5	2.1	0.3125	3.4541	120	120	0	15.96	1	0	4	318	119	199	2.1734	2.9938	3.4985	5.0798	-999	-999	-999	-999	-999	-999
37	temp	1	Part1	near_displaced	circle	2	1.3	varying	staircase	1	stair1	Part1|near_displaced|varying|stair1	0.7	1.3	4.1436	1.002	120	120	0	16.052	1	0	2	319	120	199	2.1621	3.9592	-999	-999	-999	-999	-999	-999	-999	-999
38	temp	1	Part1	centred	circle	2	1.6	standard	staircase	1	stair1	Part1|centred|standard|stair1	0.7	1.6	1.5139	4.6555	120	120	0	15.972	1	0	2	319	120	199	2.3339	3.7414	-999	-999	-999	-999	-999	-999	-999	-999
39	temp	1	Part1	near_displaced	circle	2	2.1	standard	staircase	2	stair2	Part1|near_displaced|standard|stair2	1.5	2.1	2.1508	5.2924	120	120	0	16.022	1	0	3	319	120	199	1.8535	2.8336	3.5402	-999	-999	-999	-999	-999	-999	-999
40	temp	1	Part1	centred	circle	2	2.4	standard	staircase	2	stair2	Part1|centred|standard|stair2	1.5	2.4	0.061	3.2026	120	120	0	16.126	1	0	2	319	120	199	3.0706	4.2502	-999	-999	-999	-999	-999	-999	-999	-999
41	temp	1	Part1	far_displaced	circle	2	1.3	varying	staircase	1	stair1	Part1|far_displaced|varying|stair1	0.7	1.3	5.7713	2.6297	120	120	0	17.466	1	0	2	318	119	199	2.3351	3.9551	-999	-999	-999	-999	-999	-999	-999	-999
42	temp	1	Part1	near_displaced	circle	2	0.2	standard	attention_check	0	n/a	-999	-999	-999	1.6986	4.8402	120	120	0	16.167	1	0	3	319	120	199	1.82	3.3071	3.8435	-999	-999	-999	-999	-999	-999	-999
43	temp	1	Part1	far_displaced	circle	2	1.0	standard	staircase	1	stair1	Part1|far_displaced|standard|stair1	0.7	1.0	1.1757	4.3172	120	120	0	16.128	1	0	2	319	120	199	2.5284	4.3122	-999	-999	-999	-999	-999	-999	-999	-999
44	temp	1	Part1	near_displaced	circle	2	2.1	varying	staircase	2	stair2	Part1|near_displaced|varying|stair2	1.5	2.1	3.4742	0.3326	120	120	0	16.092	1	0	2	319	120	199	2.6139	4.0667	-999	-999	-999	-999	-999	-999	-999	-999
45	temp	1	Part1	centred	circle	2	1.9000000000000001	standard	staircase	1	stair1	Part1|centred|standard|stair1	0.7	1.9000000000000001	0.1885	3.3301	120	120	0	16.11	1	0	2	319	120	199	2.5426	4.3745	-999	-999	-999	-999	-999	-999	-999	-999
46	temp	1	Part1	far_displaced	circle	2	2.1	standard	staircase	2	stair2	Part1|far_displaced|standard|stair2	1.5	2.1	5.0392	1.8976	120	120	0	16.226	1	0	2	319	120	199	1.9135	3.6081	-999	-999	-999	-999	-999	-999	-999	-999
47	temp	1	Part1	centred	circle	2	2.5	standard	staircase	2	stair2	Part1|centred|standard|stair2	1.5	2.5	3.4105	0.2689	120	120	0	16.168	1	0	2	319	120	199	2.3415	3.7394	-999	-999	-999	-999	-999	-999	-999	-999
48	temp	1	Part1	far_displaced	circle	2	1.3	standard	staircase	1	stair1	Part1|far_displaced|standard|stair1	0.7	1.3	4.4297	1.2881	120	120	0	16.126	1	0	2	317	118	199	2.816	3.7842	-999	-999	-999	-999	-999	-999	-999	-999
49	temp	1	Part1	far_displaced	circle	2	2.4	varying	staircase	2	stair2	Part1|far_displaced|varying|stair2	1.5	2.4	0.8898	4.0314	120	120	0	16.235	1	0	2	319	120	199	1.8708	3.8274	-999	-999	-999	-999	-999	-999	-999	-999
