trialnum	subject	session	part	condition	basicShape	numObjects	speed	motionRule	trialKind	staircaseIndex	staircaseWithinCondition	stairKey	stairStartSpeed	stairValue	initialAngle	initialOtherAngle	cueFrames	timingCheckFrames	correct	trialDurTotal	numTargets	whichIsTarget	reversal_count	timingBlips	numLongFramesAfterFixation	numLongFramesAfterCue	reversal_0	reversal_1	reversal_2	reversal_3	reversal_4	reversal_5	reversal_6	reversal_7	reversal_8	reversal_9
0	temp	1	Part1	near_displaced	circle	2	0.7000000000000002	varying	staircase	1	stair1	Part1|near_displaced|varying|stair1	0.7	2.2	1.2043	4.3458	120	120	1	5.361	1	0	2	280	104	176	1.8276	3.8211	-999	-999	-999	-999	-999	-999	-999	-999
1	temp	1	Part1	far_displaced	circle	2	0.7000000000000002	standard	staircase	1	stair1	Part1|far_displaced|standard|stair1	0.7	2.2	0.7743	3.9159	120	120	1	5.35	1	0	2	307	119	188	2.8075	4.0391	-999	-999	-999	-999	-999	-999	-999	-999
2	temp	1	Part1	centred	circle	2	0.7000000000000002	standard	staircase	1	stair1	Part1|centred|standard|stair1	0.7	2.2	3.9767	0.8351	120	120	1	5.383	1	0	2	279	113	166	2.0761	3.623	-999	-999	-999	-999	-999	-999	-999	-999
3	temp	1	Part1	far_displaced	circle	2	0.7000000000000002	varying	staircase	1	stair1	Part1|far_displaced|varying|stair1	0.7	2.2	1.9805	5.1221	120	120	1	5.416	1	0	2	291	113	178	1.9411	3.6042	-999	-999	-999	-999	-999	-999	-999	-999
4	temp	1	Part1	near_displaced	circle	2	0.7000000000000002	standard	staircase	1	stair1	Part1|near_displaced|standard|stair1	0.7	2.2	1.4351	4.5767	120	120	1	5.411	1	0	2	286	118	168	3.0379	4.1648	-999	-999	-999	-999	-999	-999	-999	-999
5	temp	1	Part1	centred	circle	2	1.8	standard	staircase	2	stair2	Part1|centred|standard|stair2	1.8	1.1000000000000003	4.6541	1.5125	120	120	1	5.498	1	0	2	317	118	199	2.5088	3.8636	-999	-999	-999	-999	-999	-999	-999	-999
6	temp	1	Part1	far_displaced	circle	2	1.8	standard	staircase	2	stair2	Part1|far_displaced|standard|stair2	1.8	1.1000000000000003	2.81	5.9516	120	120	1	5.516	1	0	3	282	107	175	1.8166	3.0257	4.021	-999	-999	-999	-999	-999	-999	-999
7	temp	1	Part1	centred	circle	2	1.0000000000000002	standard	staircase	1	stair1	Part1|centred|standard|stair1	0.7	1.9000000000000001	1.9087	5.0503	120	120	1	5.432	1	0	2	316	118	198	2.3396	4.1881	-999	-999	-999	-999	-999	-999	-999	-999
8	temp	1	Part1	far_displaced	circle	2	1.0000000000000002	standard	staircase	1	stair1	Part1|far_displaced|standard|stair1	0.7	1.9000000000000001	3.0894	6.231	120	120	1	5.417	1	0	2	282	112	170	2.4455	4.0192	-999	-999	-999	-999	-999	-999	-999	-999
9	temp	1	Part1	far_displaced	circle	2	2.1	standard	staircase	2	stair2	Part1|far_displaced|standard|stair2	1.8	0.8000000000000003	1.1338	4.2754	120	120	1	6.031	1	0	3	288	119	169	2.232	2.8329	4.4108	-999	-999	-999	-999	-999	-999	-999
