trialnum	subject	session	part	condition	basicShape	numObjects	speed	motionRule	trialKind	staircaseIndex	staircaseWithinCondition	stairKey	stairStartSpeed	stairValue	initialAngle	initialOtherAngle	cueFrames	timingCheckFrames	correct	trialDurTotal	numTargets	whichIsTarget	reversal_count	timingBlips	numLongFramesAfterFixation	numLongFramesAfterCue	reversal_0	reversal_1	reversal_2	reversal_3	reversal_4	reversal_5	reversal_6	reversal_7	reversal_8	reversal_9
10	temp	1	Part1	near_displaced	circle	2	0.7000000000000002	varying	staircase	1	stair1	Part1|near_displaced|varying|stair1	0.7	2.2	1.8294	4.971	120	120	1	5.416	1	0	3	318	120	198	1.9119	2.8379	3.8477	-999	-999	-999	-999	-999	-999	-999
11	temp	1	Part1	near_displaced	circle	2	0.2	varying	attention_check	0	n/a	-999	-999	-999	4.3314	1.1898	120	120	1	5.432	1	0	3	317	118	199	2.1526	2.7856	4.1882	-999	-999	-999	-999	-999	-999	-999
12	temp	1	Part1	far_displaced	circle	2	1.5	standard	staircase	2	stair2	Part1|far_displaced|standard|stair2	1.8	1.4000000000000004	4.5361	1.3945	120	120	1	5.449	1	0	2	274	102	172	2.3112	3.9247	-999	-999	-999	-999	-999	-999	-999	-999
13	temp	1	Part1	centred	circle	2	1.8	standard	staircase	2	stair2	Part1|centred|standard|stair2	1.8	1.1000000000000003	2.8285	5.9701	120	120	1	5.449	1	0	3	278	112	166	2.1027	3.1934	3.9917	-999	-999	-999	-999	-999	-999	-999
14	temp	1	Part1	far_displaced	circle	2	0.7000000000000002	standard	staircase	1	stair1	Part1|far_displaced|standard|stair1	0.7	2.2	5.9174	2.7758	120	120	1	5.5	1	0	2	285	113	172	1.7147	3.6302	-999	-999	-999	-999	-999	-999	-999	-999
15	temp	1	Part1	centred	circle	2	0.7000000000000002	standard	staircase	1	stair1	Part1|centred|standard|stair1	0.7	2.2	3.9916	0.85	120	120	1	5.65	1	0	3	318	120	198	2.4123	3.3167	4.1729	-999	-999	-999	-999	-999	-999	-999
16	temp	1	Part1	near_displaced	circle	2	1.5	standard	staircase	2	stair2	Part1|near_displaced|standard|stair2	1.8	1.4000000000000004	5.3799	2.2383	120	120	1	5.482	1	0	2	318	120	198	1.8636	3.8426	-999	-999	-999	-999	-999	-999	-999	-999
17	temp	1	Part1	far_displaced	circle	2	1.8	varying	staircase	2	stair2	Part1|far_displaced|varying|stair2	1.8	1.1000000000000003	0.3468	3.4884	120	120	1	5.517	1	0	2	318	120	198	2.5782	3.799	-999	-999	-999	-999	-999	-999	-999	-999
18	temp	1	Part1	centred	circle	2	1.5	standard	staircase	2	stair2	Part1|centred|standard|stair2	1.8	1.4000000000000004	4.943	1.8014	120	120	1	5.548	1	0	3	293	112	181	1.8569	3.1345	4.1699	-999	-999	-999	-999	-999	-999	-999
19	temp	1	Part1	far_displaced	circle	2	0.7000000000000002	varying	staircase	1	stair1	Part1|far_displaced|varying|stair1	0.7	2.2	3.8073	0.6657	120	120	1	5.516	1	0	3	319	120	199	1.8245	3.3734	4.1298	-999	-999	-999	-999	-999	-999	-999
