trialnum	subject	session	part	condition	basicShape	numObjects	speed	motionRule	trialKind	initialAngle	initialOtherAngle	cueFrames	correct	trialDurTotal	numTargets	whichIsTarget	reversal_count	reversal_0	reversal_1	reversal_2	reversal_3	reversal_4	reversal_5	reversal_6	reversal_7	reversal_8	reversal_9
197	temp	1	Part1	near_displaced	circle	2	2.0500000000000007	varying	staircase	3.1158	6.2574	120	1	5.322	1	0	2	2.5455	3.7523	-999	-999	-999	-999	-999	-999	-999	-999
198	temp	1	Part1	far_displaced	circle	2	1.6	standard	staircase	1.3068	4.4484	120	1	5.375	1	0	4	2.0537	2.6479	3.289	5.1477	-999	-999	-999	-999	-999	-999
199	temp	1	Part1	far_displaced	circle	2	1.6	standard	staircase	5.6004	2.4588	120	1	5.495	1	0	2	2.4143	3.6124	-999	-999	-999	-999	-999	-999	-999	-999
200	temp	1	Part1	centred	circle	2	1.5500000000000007	standard	staircase	1.0977	4.2393	120	1	5.603	1	0	3	1.7043	2.2615	3.9646	-999	-999	-999	-999	-999	-999	-999
201	temp	1	Part1	centred	circle	2	1.5500000000000007	standard	staircase	3.4843	0.3427	120	0	5.492	1	0	2	2.5237	3.5734	-999	-999	-999	-999	-999	-999	-999	-999
202	temp	1	Part1	far_displaced	circle	2	1.0	standard	attention_check	4.8547	1.7131	120	1	5.387	1	0	2	2.97	4.0423	-999	-999	-999	-999	-999	-999	-999	-999
203	temp	1	Part1	centred	circle	2	1.5000000000000009	standard	staircase	1.0533	4.1949	120	0	5.201	1	0	2	2.9078	3.7029	-999	-999	-999	-999	-999	-999	-999	-999
204	temp	1	Part1	far_displaced	circle	2	1.6	standard	staircase	5.0587	1.9171	120	1	5.575	1	0	2	2.6713	4.5922	-999	-999	-999	-999	-999	-999	-999	-999
205	temp	1	Part1	far_displaced	circle	2	1.5499999999999998	varying	staircase	5.207	2.0654	120	1	5.653	1	0	3	1.8179	2.5102	4.2456	-999	-999	-999	-999	-999	-999	-999
206	temp	1	Part1	centred	circle	2	1.5	standard	staircase	2.9829	6.1245	120	0	5.322	1	0	2	2.9243	3.9781	-999	-999	-999	-999	-999	-999	-999	-999
207	temp	1	Part1	far_displaced	circle	2	1.5499999999999998	varying	staircase	0.5134	3.655	120	1	5.869	1	0	2	3.1669	4.1559	-999	-999	-999	-999	-999	-999	-999	-999
208	temp	1	Part1	far_displaced	circle	2	1.5999999999999996	varying	staircase	1.6669	4.8085	120	1	5.762	1	0	2	1.9539	3.7956	-999	-999	-999	-999	-999	-999	-999	-999
209	temp	1	Part1	far_displaced	circle	2	1.5999999999999996	varying	staircase	5.7166	2.575	120	1	5.961	1	0	3	1.8066	2.7346	3.562	-999	-999	-999	-999	-999	-999	-999
210	temp	1	Part1	centred	circle	2	1.5	standard	staircase	5.7205	2.5789	120	0	5.722	1	0	2	3.1426	4.2857	-999	-999	-999	-999	-999	-999	-999	-999
211	temp	1	Part1	near_displaced	circle	2	1.8000000000000005	standard	staircase	5.6779	2.5363	120	0	5.615	1	0	3	1.8708	3.494	5.3835	-999	-999	-999	-999	-999	-999	-999
212	temp	1	Part1	far_displaced	circle	2	1.65	standard	staircase	2.485	5.6266	120	1	5.788	1	0	3	1.7867	3.3289	4.919	-999	-999	-999	-999	-999	-999	-999
213	temp	1	Part1	centred	circle	2	1.5	standard	staircase	5.2486	2.107	120	1	5.735	1	0	3	1.7159	2.602	4.4056	-999	-999	-999	-999	-999	-999	-999
214	temp	1	Part1	far_displaced	circle	2	1.5999999999999996	varying	staircase	3.3525	0.2109	120	1	5.642	1	0	2	2.9318	4.1898	-999	-999	-999	-999	-999	-999	-999	-999
215	temp	1	Part1	near_displaced	circle	2	2.0500000000000007	varying	staircase	0.0814	3.223	120	0	5.762	1	0	2	2.9468	4.4116	-999	-999	-999	-999	-999	-999	-999	-999
216	temp	1	Part1	far_displaced	circle	2	1.65	standard	staircase	5.0779	1.9363	120	1	5.628	1	0	2	2.7446	4.6951	-999	-999	-999	-999	-999	-999	-999	-999
217	temp	1	Part1	far_displaced	circle	2	1.6499999999999995	varying	staircase	4.9255	1.7839	120	1	5.481	1	0	2	2.8261	3.7209	-999	-999	-999	-999	-999	-999	-999	-999
218	temp	1	Part1	far_displaced	circle	2	1.65	standard	staircase	0.3098	3.4514	120	0	5.509	1	0	2	2.9741	4.7317	-999	-999	-999	-999	-999	-999	-999	-999
219	temp	1	Part1	centred	circle	2	1.5	standard	staircase	4.1734	1.0318	120	1	5.629	1	0	2	3.0675	4.1999	-999	-999	-999	-999	-999	-999	-999	-999
220	temp	1	Part1	far_displaced	circle	2	1.0	standard	attention_check	1.9218	5.0634	120	1	5.894	1	0	3	2.4305	3.2959	5.1249	-999	-999	-999	-999	-999	-999	-999
221	temp	1	Part1	near_displaced	circle	2	1.7500000000000004	standard	staircase	4.722	1.5804	120	0	5.722	1	0	3	2.4404	3.2051	5.1322	-999	-999	-999	-999	-999	-999	-999
222	temp	1	Part1	centred	circle	2	1.5	standard	staircase	2.7566	5.8982	120	1	5.415	1	0	2	1.7048	3.547	-999	-999	-999	-999	-999	-999	-999	-999
223	temp	1	Part1	far_displaced	circle	2	1.6	standard	staircase	5.9937	2.8521	120	0	5.214	1	0	3	2.4626	3.3198	3.8702	-999	-999	-999	-999	-999	-999	-999
224	temp	1	Part1	centred	circle	2	1.5499999999999998	standard	staircase	5.4918	2.3502	120	1	5.562	1	0	2	2.0064	4.0032	-999	-999	-999	-999	-999	-999	-999	-999
225	temp	1	Part1	far_displaced	circle	2	1.5500000000000003	standard	staircase	3.6021	0.4605	120	1	5.761	1	0	3	2.3059	3.4773	4.7952	-999	-999	-999	-999	-999	-999	-999
226	temp	1	Part1	centred	circle	2	1.5499999999999998	standard	staircase	5.4606	2.319	120	0	5.562	1	0	3	2.1399	2.7142	3.9136	-999	-999	-999	-999	-999	-999	-999
227	temp	1	Part1	far_displaced	circle	2	1.6499999999999995	varying	staircase	1.8499	4.9915	120	1	5.775	1	0	2	2.8259	4.4714	-999	-999	-999	-999	-999	-999	-999	-999
228	temp	1	Part1	near_displaced	circle	2	2.0000000000000004	varying	staircase	1.5077	4.6493	120	1	5.935	1	0	3	1.8659	2.6261	4.1704	-999	-999	-999	-999	-999	-999	-999
229	temp	1	Part1	far_displaced	circle	2	1.5500000000000003	standard	staircase	5.0826	1.941	120	1	5.828	1	0	2	2.8743	4.5005	-999	-999	-999	-999	-999	-999	-999	-999
230	temp	1	Part1	near_displaced	circle	2	1.7000000000000004	standard	staircase	2.6921	5.8337	120	1	5.495	1	0	2	2.1393	4.1167	-999	-999	-999	-999	-999	-999	-999	-999
231	temp	1	Part1	far_displaced	circle	2	1.6499999999999995	varying	staircase	5.8267	2.6851	120	1	5.509	1	0	2	1.9748	3.8103	-999	-999	-999	-999	-999	-999	-999	-999
232	temp	1	Part1	centred	circle	2	1.5	standard	staircase	4.009	0.8674	120	1	5.921	1	0	2	2.9597	3.7956	-999	-999	-999	-999	-999	-999	-999	-999
233	temp	1	Part1	far_displaced	circle	2	1.5500000000000003	standard	staircase	5.5019	2.3603	120	1	5.882	1	0	3	2.3342	2.9429	3.8476	-999	-999	-999	-999	-999	-999	-999
234	temp	1	Part1	near_displaced	circle	2	2.0000000000000004	varying	staircase	2.1431	5.2847	120	1	5.588	1	0	2	2.8241	4.5685	-999	-999	-999	-999	-999	-999	-999	-999
235	temp	1	Part1	far_displaced	circle	2	1.6	standard	staircase	4.281	1.1394	120	0	5.682	1	0	2	2.6171	3.5912	-999	-999	-999	-999	-999	-999	-999	-999
236	temp	1	Part1	far_displaced	circle	2	1.6999999999999993	varying	staircase	3.7933	0.6517	120	0	5.282	1	0	2	2.5542	3.5399	-999	-999	-999	-999	-999	-999	-999	-999
237	temp	1	Part1	centred	circle	2	1.5	standard	staircase	0.4676	3.6092	120	1	5.589	1	0	2	2.2548	4.1761	-999	-999	-999	-999	-999	-999	-999	-999
238	temp	1	Part1	near_displaced	circle	2	2.0000000000000004	varying	staircase	5.1567	2.0151	120	1	5.548	1	0	3	1.7528	2.8742	4.7691	-999	-999	-999	-999	-999	-999	-999
239	temp	1	Part1	near_displaced	circle	2	2.0500000000000007	varying	staircase	3.7201	0.5785	120	1	5.602	1	0	2	3.0183	3.6712	-999	-999	-999	-999	-999	-999	-999	-999
240	temp	1	Part1	near_displaced	circle	2	1.7000000000000004	standard	staircase	3.1542	0.0126	120	1	5.388	1	0	2	2.4137	4.3067	-999	-999	-999	-999	-999	-999	-999	-999
241	temp	1	Part1	far_displaced	circle	2	1.5500000000000003	standard	staircase	3.0769	6.2184	120	1	6.415	1	0	2	2.4253	3.5315	-999	-999	-999	-999	-999	-999	-999	-999
242	temp	1	Part1	centred	circle	2	1.5	standard	staircase	3.366	0.2244	120	1	5.562	1	0	3	2.135	2.9189	4.8108	-999	-999	-999	-999	-999	-999	-999
243	temp	1	Part1	centred	circle	2	1.5499999999999998	standard	staircase	6.0655	2.9239	120	0	5.322	1	0	3	2.0483	3.2608	3.7814	-999	-999	-999	-999	-999	-999	-999
244	temp	1	Part1	near_displaced	circle	2	1.7000000000000004	standard	staircase	2.0619	5.2035	120	1	5.428	1	0	2	2.3169	3.6177	-999	-999	-999	-999	-999	-999	-999	-999
245	temp	1	Part1	far_displaced	circle	2	1.5500000000000003	standard	staircase	0.0409	3.1825	120	1	5.388	1	0	2	2.1938	4.0797	-999	-999	-999	-999	-999	-999	-999	-999
246	temp	1	Part1	far_displaced	circle	2	1.6499999999999995	varying	staircase	5.1479	2.0063	120	1	5.775	1	0	3	1.714	3.0842	4.8066	-999	-999	-999	-999	-999	-999	-999
247	temp	1	Part1	far_displaced	circle	2	1.0	standard	attention_check	4.1602	1.0186	120	1	5.482	1	0	3	2.4489	3.1589	4.2574	-999	-999	-999	-999	-999	-999	-999
248	temp	1	Part1	near_displaced	circle	2	2.0500000000000007	varying	staircase	3.0494	6.191	120	1	5.495	1	0	3	2.5073	3.2966	5.2216	-999	-999	-999	-999	-999	-999	-999
249	temp	1	Part1	far_displaced	circle	2	1.5500000000000003	standard	staircase	0.9063	4.0479	120	1	5.348	1	0	3	2.2642	3.0381	3.7873	-999	-999	-999	-999	-999	-999	-999
250	temp	1	Part1	near_displaced	circle	2	2.0500000000000007	varying	staircase	1.5653	4.7069	120	1	5.602	1	0	3	2.0777	2.9608	4.435	-999	-999	-999	-999	-999	-999	-999
251	temp	1	Part1	near_displaced	circle	2	2.1000000000000005	varying	staircase	0.7736	3.9152	120	1	5.695	1	0	3	1.9683	3.2859	3.9938	-999	-999	-999	-999	-999	-999	-999
252	temp	1	Part1	centred	circle	2	1.5	standard	staircase	3.0355	6.1771	120	1	6.508	1	0	2	2.5402	3.8394	-999	-999	-999	-999	-999	-999	-999	-999
253	temp	1	Part1	far_displaced	circle	2	1.6	standard	staircase	2.6406	5.7822	120	1	6.028	1	0	2	3.134	3.9558	-999	-999	-999	-999	-999	-999	-999	-999
254	temp	1	Part1	centred	circle	2	1.5	standard	staircase	5.223	2.0814	120	1	5.549	1	0	3	1.9747	2.4966	4.2561	-999	-999	-999	-999	-999	-999	-999
255	temp	1	Part1	near_displaced	circle	2	2.1000000000000005	varying	staircase	5.7927	2.6511	120	1	5.828	1	0	2	3.1958	5.102	-999	-999	-999	-999	-999	-999	-999	-999
256	temp	1	Part1	far_displaced	circle	2	1.6499999999999995	varying	staircase	1.878	5.0196	120	0	5.482	1	0	2	1.9766	3.7583	-999	-999	-999	-999	-999	-999	-999	-999
257	temp	1	Part1	far_displaced	circle	2	1.6	standard	staircase	0.1403	3.2819	120	0	5.681	1	0	2	2.2234	3.8812	-999	-999	-999	-999	-999	-999	-999	-999
258	temp	1	Part1	near_displaced	circle	2	1.0	varying	attention_check	3.5718	0.4302	120	1	5.441	1	0	2	2.5322	4.4116	-999	-999	-999	-999	-999	-999	-999	-999
259	temp	1	Part1	centred	circle	2	1.5	standard	staircase	5.7665	2.6249	120	1	5.589	1	0	3	1.9157	3.0237	4.0876	-999	-999	-999	-999	-999	-999	-999
260	temp	1	Part1	centred	circle	2	1.5499999999999998	standard	staircase	2.4436	5.5852	120	1	5.548	1	0	3	1.8451	3.0101	3.9994	-999	-999	-999	-999	-999	-999	-999
261	temp	1	Part1	far_displaced	circle	2	1.5999999999999996	varying	staircase	0.0165	3.1581	120	0	5.682	1	0	2	3.0006	4.1042	-999	-999	-999	-999	-999	-999	-999	-999
262	temp	1	Part1	centred	circle	2	1.5499999999999998	standard	staircase	6.1476	3.0061	120	1	5.375	1	0	3	2.7614	3.461	4.0498	-999	-999	-999	-999	-999	-999	-999
263	temp	1	Part1	near_displaced	circle	2	1.0	standard	attention_check	3.4353	0.2937	120	1	5.307	1	0	2	2.0738	3.9109	-999	-999	-999	-999	-999	-999	-999	-999
264	temp	1	Part1	far_displaced	circle	2	1.0	varying	attention_check	0.7386	3.8802	120	1	5.294	1	0	2	1.9798	3.6414	-999	-999	-999	-999	-999	-999	-999	-999
265	temp	1	Part1	near_displaced	circle	2	2.1000000000000005	varying	staircase	0.14	3.2816	120	1	5.495	1	0	3	1.7849	3.3329	3.8696	-999	-999	-999	-999	-999	-999	-999
266	temp	1	Part1	centred	circle	2	1.0	standard	attention_check	0.6497	3.7913	120	1	5.255	1	0	3	1.9109	2.6894	4.6869	-999	-999	-999	-999	-999	-999	-999
267	temp	1	Part1	near_displaced	circle	2	1.7500000000000004	standard	staircase	4.9766	1.835	120	1	5.615	1	0	2	3.0706	4.3611	-999	-999	-999	-999	-999	-999	-999	-999
268	temp	1	Part1	centred	circle	2	1.5499999999999998	standard	staircase	2.3146	5.4562	120	0	5.402	1	0	3	2.1073	2.6665	4.2263	-999	-999	-999	-999	-999	-999	-999
269	temp	1	Part1	centred	circle	2	1.0	standard	attention_check	0.8035	3.9451	120	1	5.881	1	0	2	2.8323	3.8515	-999	-999	-999	-999	-999	-999	-999	-999
270	temp	1	Part1	near_displaced	circle	2	2.1500000000000004	varying	staircase	4.9746	1.833	120	0	5.589	1	0	2	2.976	3.5465	-999	-999	-999	-999	-999	-999	-999	-999
271	temp	1	Part1	centred	circle	2	1.5	standard	staircase	2.8195	5.9611	120	1	5.669	1	0	2	2.7556	4.3299	-999	-999	-999	-999	-999	-999	-999	-999
272	temp	1	Part1	far_displaced	circle	2	1.5499999999999998	varying	staircase	4.7218	1.5802	120	0	5.482	1	0	2	2.874	3.8405	-999	-999	-999	-999	-999	-999	-999	-999
273	temp	1	Part1	centred	circle	2	1.5	standard	staircase	3.7108	0.5692	120	1	5.521	1	0	3	2.4928	3.2556	4.046	-999	-999	-999	-999	-999	-999	-999
274	temp	1	Part1	centred	circle	2	1.5	standard	staircase	4.8335	1.6919	120	1	5.549	1	0	2	2.6601	3.9498	-999	-999	-999	-999	-999	-999	-999	-999
275	temp	1	Part1	far_displaced	circle	2	1.5500000000000003	standard	staircase	2.7798	5.9214	120	1	6.802	1	0	2	2.9133	4.8506	-999	-999	-999	-999	-999	-999	-999	-999
276	temp	1	Part1	near_displaced	circle	2	1.7500000000000004	standard	staircase	4.139	0.9974	120	0	5.882	1	0	2	2.8146	3.8628	-999	-999	-999	-999	-999	-999	-999	-999
277	temp	1	Part1	far_displaced	circle	2	1.5500000000000003	standard	staircase	5.3821	2.2405	120	1	5.735	1	0	2	2.7117	3.9379	-999	-999	-999	-999	-999	-999	-999	-999
278	temp	1	Part1	far_displaced	circle	2	1.5500000000000003	standard	staircase	2.4546	5.5962	120	1	5.789	1	0	2	3.0084	4.6287	-999	-999	-999	-999	-999	-999	-999	-999
279	temp	1	Part1	near_displaced	circle	2	2.1000000000000005	varying	staircase	3.5314	0.3898	120	0	6.108	1	0	2	2.1996	3.5444	-999	-999	-999	-999	-999	-999	-999	-999
280	temp	1	Part1	near_displaced	circle	2	1.7000000000000004	standard	staircase	3.9833	0.8417	120	1	5.575	1	0	3	1.8046	2.9349	4.6887	-999	-999	-999	-999	-999	-999	-999
281	temp	1	Part1	centred	circle	2	1.5499999999999998	standard	staircase	5.3019	2.1603	120	1	5.442	1	0	2	1.9196	3.5327	-999	-999	-999	-999	-999	-999	-999	-999
282	temp	1	Part1	near_displaced	circle	2	2.0500000000000007	varying	staircase	1.353	4.4946	120	1	5.335	1	0	3	2.5406	3.1494	4.9055	-999	-999	-999	-999	-999	-999	-999
283	temp	1	Part1	far_displaced	circle	2	1.5	varying	staircase	3.8554	0.7138	120	0	5.535	1	0	4	1.7505	2.4008	3.4481	4.6403	-999	-999	-999	-999	-999	-999
284	temp	1	Part1	centred	circle	2	1.5499999999999998	standard	staircase	1.3821	4.5237	120	0	5.508	1	0	2	2.3692	4.3221	-999	-999	-999	-999	-999	-999	-999	-999
285	temp	1	Part1	far_displaced	circle	2	1.5	varying	staircase	0.2799	3.4215	120	1	5.681	1	0	3	2.1998	3.1499	4.783	-999	-999	-999	-999	-999	-999	-999
286	temp	1	Part1	near_displaced	circle	2	2.0500000000000007	varying	staircase	5.6967	2.5552	120	1	5.801	1	0	2	3.1353	4.5991	-999	-999	-999	-999	-999	-999	-999	-999
287	temp	1	Part1	centred	circle	2	1.5	standard	staircase	0.4791	3.6207	120	1	5.509	1	0	3	1.702	3.2655	4.5675	-999	-999	-999	-999	-999	-999	-999
288	temp	1	Part1	near_displaced	circle	2	2.0500000000000007	varying	staircase	2.6308	5.7724	120	0	5.442	1	0	2	2.6953	4.4213	-999	-999	-999	-999	-999	-999	-999	-999
289	temp	1	Part1	near_displaced	circle	2	1.7000000000000004	standard	staircase	2.5304	5.672	120	1	5.522	1	0	2	2.5353	3.6725	-999	-999	-999	-999	-999	-999	-999	-999
290	temp	1	Part1	near_displaced	circle	2	2.0000000000000004	varying	staircase	3.2984	0.1568	120	1	5.522	1	0	2	2.4723	4.4595	-999	-999	-999	-999	-999	-999	-999	-999
291	temp	1	Part1	centred	circle	2	1.5	standard	staircase	1.0685	4.2101	120	0	5.295	1	0	2	2.946	4.1844	-999	-999	-999	-999	-999	-999	-999	-999
292	temp	1	Part1	near_displaced	circle	2	1.7000000000000004	standard	staircase	6.2619	3.1203	120	1	5.508	1	0	2	3.1787	3.9396	-999	-999	-999	-999	-999	-999	-999	-999
293	temp	1	Part1	near_displaced	circle	2	1.7500000000000004	standard	staircase	5.0424	1.9008	120	1	5.682	1	0	3	1.8251	3.2373	4.7522	-999	-999	-999	-999	-999	-999	-999
294	temp	1	Part1	near_displaced	circle	2	2.0000000000000004	varying	staircase	1.0004	4.142	120	0	5.655	1	0	3	2.9052	3.4096	5.1442	-999	-999	-999	-999	-999	-999	-999
295	temp	1	Part1	far_displaced	circle	2	1.5	varying	staircase	3.1621	0.0205	120	0	5.415	1	0	2	2.5722	3.9613	-999	-999	-999	-999	-999	-999	-999	-999
296	temp	1	Part1	near_displaced	circle	2	1.7500000000000004	standard	staircase	1.2245	4.3661	120	1	5.455	1	0	2	2.7708	4.3579	-999	-999	-999	-999	-999	-999	-999	-999
297	temp	1	Part1	far_displaced	circle	2	1.6	standard	staircase	3.7327	0.5911	120	1	6.096	1	0	2	2.3933	4.1295	-999	-999	-999	-999	-999	-999	-999	-999
298	temp	1	Part1	near_displaced	circle	2	1.9500000000000004	varying	staircase	3.0306	6.1722	120	1	5.415	1	0	3	2.233	3.049	4.9975	-999	-999	-999	-999	-999	-999	-999
299	temp	1	Part1	far_displaced	circle	2	1.6	standard	staircase	0.7164	3.858	120	0	5.402	1	0	2	3.1235	4.6198	-999	-999	-999	-999	-999	-999	-999	-999
300	temp	1	Part1	far_displaced	circle	2	1.5500000000000003	standard	staircase	4.2773	1.1357	120	1	5.537	1	0	2	1.7647	3.6905	-999	-999	-999	-999	-999	-999	-999	-999
301	temp	1	Part1	near_displaced	circle	2	1.7500000000000004	standard	staircase	1.3703	4.5119	120	1	5.601	1	0	3	2.2227	3.2636	5.0788	-999	-999	-999	-999	-999	-999	-999
302	temp	1	Part1	near_displaced	circle	2	1.9500000000000004	varying	staircase	0.4287	3.5703	120	1	5.709	1	0	3	2.6479	3.3473	4.5279	-999	-999	-999	-999	-999	-999	-999
303	temp	1	Part1	near_displaced	circle	2	1.9500000000000004	varying	staircase	5.3052	2.1636	120	1	5.374	1	0	3	1.9208	3.0454	4.508	-999	-999	-999	-999	-999	-999	-999
304	temp	1	Part1	far_displaced	circle	2	1.5500000000000003	standard	staircase	4.6994	1.5578	120	1	5.601	1	0	2	2.4259	4.0175	-999	-999	-999	-999	-999	-999	-999	-999
305	temp	1	Part1	near_displaced	circle	2	1.8000000000000005	standard	staircase	5.6895	2.5479	120	0	5.736	1	0	3	1.9886	2.5403	3.5705	-999	-999	-999	-999	-999	-999	-999
306	temp	1	Part1	far_displaced	circle	2	1.5	varying	staircase	4.8719	1.7303	120	0	5.654	1	0	3	2.0245	3.3967	5.1527	-999	-999	-999	-999	-999	-999	-999
307	temp	1	Part1	near_displaced	circle	2	2.0000000000000004	varying	staircase	2.0018	5.1434	120	1	5.562	1	0	3	2.1587	3.0774	5.0287	-999	-999	-999	-999	-999	-999	-999
308	temp	1	Part1	centred	circle	2	1.5	standard	staircase	5.2592	2.1176	120	1	5.615	1	0	2	3.0833	4.8308	-999	-999	-999	-999	-999	-999	-999	-999
309	temp	1	Part1	near_displaced	circle	2	1.7500000000000004	standard	staircase	0.6765	3.8181	120	1	5.535	1	0	3	2.8029	3.3968	4.8204	-999	-999	-999	-999	-999	-999	-999
310	temp	1	Part1	near_displaced	circle	2	1.7500000000000004	standard	staircase	5.9069	2.7653	120	1	6.256	1	0	2	2.913	3.5159	-999	-999	-999	-999	-999	-999	-999	-999
311	temp	1	Part1	near_displaced	circle	2	2.0000000000000004	varying	staircase	2.6684	5.81	120	1	5.815	1	0	2	1.9302	3.8613	-999	-999	-999	-999	-999	-999	-999	-999
312	temp	1	Part1	near_displaced	circle	2	2.0000000000000004	varying	staircase	3.9266	0.785	120	1	5.228	1	0	4	1.9636	2.5067	3.0453	4.2103	-999	-999	-999	-999	-999	-999
313	temp	1	Part1	near_displaced	circle	2	2.0500000000000007	varying	staircase	5.2795	2.1379	120	1	5.508	1	0	2	2.2609	4.027	-999	-999	-999	-999	-999	-999	-999	-999
314	temp	1	Part1	far_displaced	circle	2	1.5	varying	staircase	2.5526	5.6942	120	1	5.855	1	0	2	2.556	4.0449	-999	-999	-999	-999	-999	-999	-999	-999
315	temp	1	Part1	near_displaced	circle	2	1.7500000000000004	standard	staircase	4.6309	1.4893	120	1	5.629	1	0	2	2.8068	3.7311	-999	-999	-999	-999	-999	-999	-999	-999
316	temp	1	Part1	centred	circle	2	1.5	standard	staircase	5.2945	2.1529	120	1	5.548	1	0	3	2.1615	3.0852	4.3493	-999	-999	-999	-999	-999	-999	-999
317	temp	1	Part1	centred	circle	2	1.0	standard	attention_check	3.9132	0.7716	120	1	5.362	1	0	2	2.6929	3.8872	-999	-999	-999	-999	-999	-999	-999	-999
318	temp	1	Part1	far_displaced	circle	2	1.5	varying	staircase	0.9317	4.0733	120	1	6.002	1	0	2	1.8452	3.7112	-999	-999	-999	-999	-999	-999	-999	-999
319	temp	1	Part1	far_displaced	circle	2	1.5500000000000003	standard	staircase	4.2243	1.0827	120	1	5.721	1	0	3	2.49	3.0288	3.8207	-999	-999	-999	-999	-999	-999	-999
320	temp	1	Part1	near_displaced	circle	2	2.0500000000000007	varying	staircase	5.8514	2.7098	120	1	5.949	1	0	2	3.0488	4.6451	-999	-999	-999	-999	-999	-999	-999	-999
321	temp	1	Part1	near_displaced	circle	2	1.8000000000000005	standard	staircase	2.2325	5.3741	120	1	5.682	1	0	2	2.2765	3.8115	-999	-999	-999	-999	-999	-999	-999	-999
322	temp	1	Part1	near_displaced	circle	2	2.0500000000000007	varying	staircase	5.3782	2.2366	120	1	5.962	1	0	2	2.6917	4.2162	-999	-999	-999	-999	-999	-999	-999	-999
323	temp	1	Part1	near_displaced	circle	2	2.1000000000000005	varying	staircase	1.1767	4.3183	120	1	5.588	1	0	3	1.8248	2.3979	3.893	-999	-999	-999	-999	-999	-999	-999
324	temp	1	Part1	far_displaced	circle	2	1.6	standard	staircase	1.8335	4.9751	120	1	5.775	1	0	2	3.1204	4.5603	-999	-999	-999	-999	-999	-999	-999	-999
325	temp	1	Part1	far_displaced	circle	2	1.6	standard	staircase	4.3417	1.2001	120	1	5.721	1	0	3	2.0559	2.8243	4.7883	-999	-999	-999	-999	-999	-999	-999
326	temp	1	Part1	centred	circle	2	1.5	standard	staircase	0.0314	3.173	120	1	5.468	1	0	3	1.747	3.2817	4.3133	-999	-999	-999	-999	-999	-999	-999
327	temp	1	Part1	far_displaced	circle	2	1.6	standard	staircase	0.2698	3.4114	120	0	5.695	1	0	2	3.0475	4.6679	-999	-999	-999	-999	-999	-999	-999	-999
328	temp	1	Part1	far_displaced	circle	2	1.5	varying	staircase	4.2184	1.0768	120	1	5.775	1	0	2	2.4796	3.7688	-999	-999	-999	-999	-999	-999	-999	-999
329	temp	1	Part1	near_displaced	circle	2	2.1000000000000005	varying	staircase	0.403	3.5446	120	1	5.669	1	0	3	1.8719	3.0797	3.5899	-999	-999	-999	-999	-999	-999	-999
330	temp	1	Part1	far_displaced	circle	2	1.5500000000000003	standard	staircase	2.5179	5.6595	120	0	5.948	1	0	2	2.7881	4.0116	-999	-999	-999	-999	-999	-999	-999	-999
331	temp	1	Part1	near_displaced	circle	2	1.8000000000000005	standard	staircase	0.7123	3.8539	120	1	5.549	1	0	4	2.2043	2.7172	3.31	5.2771	-999	-999	-999	-999	-999	-999
332	temp	1	Part1	far_displaced	circle	2	1.5000000000000004	standard	staircase	1.378	4.5196	120	1	5.575	1	0	3	2.0489	3.0468	4.1821	-999	-999	-999	-999	-999	-999	-999
333	temp	1	Part1	centred	circle	2	1.5499999999999998	standard	staircase	1.5648	4.7064	120	1	5.561	1	0	3	1.7119	2.6405	3.8614	-999	-999	-999	-999	-999	-999	-999
334	temp	1	Part1	near_displaced	circle	2	2.1000000000000005	varying	staircase	3.3849	0.2433	120	1	5.748	1	0	2	3.1506	4.8557	-999	-999	-999	-999	-999	-999	-999	-999
335	temp	1	Part1	far_displaced	circle	2	1.5499999999999998	varying	staircase	2.8087	5.9503	120	1	5.575	1	0	3	1.802	2.3695	3.5387	-999	-999	-999	-999	-999	-999	-999
336	temp	1	Part1	near_displaced	circle	2	1.8000000000000005	standard	staircase	2.8375	5.9791	120	1	5.708	1	0	2	1.9415	3.7628	-999	-999	-999	-999	-999	-999	-999	-999
337	temp	1	Part1	near_displaced	circle	2	2.1500000000000004	varying	staircase	2.685	5.8266	120	1	5.775	1	0	2	2.0476	3.8295	-999	-999	-999	-999	-999	-999	-999	-999
338	temp	1	Part1	far_displaced	circle	2	1.5499999999999998	varying	staircase	5.0543	1.9127	120	0	5.668	1	0	2	2.5209	3.8529	-999	-999	-999	-999	-999	-999	-999	-999
339	temp	1	Part1	far_displaced	circle	2	1.5	varying	staircase	4.4802	1.3386	120	0	5.494	1	0	3	1.8824	2.4651	3.7634	-999	-999	-999	-999	-999	-999	-999
340	temp	1	Part1	centred	circle	2	1.5499999999999998	standard	staircase	3.5255	0.3839	120	1	5.549	1	0	2	3.0727	4.6151	-999	-999	-999	-999	-999	-999	-999	-999
341	temp	1	Part1	far_displaced	circle	2	1.5000000000000004	standard	staircase	0.208	3.3496	120	0	5.801	1	0	3	2.7862	3.2869	4.2175	-999	-999	-999	-999	-999	-999	-999
342	temp	1	Part1	far_displaced	circle	2	1.5	varying	staircase	2.4818	5.6234	120	1	5.789	1	0	2	3.022	4.2626	-999	-999	-999	-999	-999	-999	-999	-999
343	temp	1	Part1	far_displaced	circle	2	1.5	standard	staircase	2.66	5.8016	120	0	5.855	1	0	3	2.2068	3.1734	4.2143	-999	-999	-999	-999	-999	-999	-999
