trialnum	subject	session	part	condition	basicShape	numObjects	speed	motionRule	trialKind	staircaseIndex	staircaseWithinCondition	stairKey	stairStartSpeed	stairValue	initialAngle	initialOtherAngle	cueFrames	timingCheckFrames	correct	trialDurTotal	numTargets	whichIsTarget	reversal_count	timingBlips	numLongFramesAfterFixation	numLongFramesAfterCue	reversal_0	reversal_1	reversal_2	reversal_3	reversal_4	reversal_5	reversal_6	reversal_7	reversal_8	reversal_9
23	temp	1	Part1	far_displaced	circle	2	0.7	varying	staircase	1	stair1	Part1|far_displaced|varying|stair1	0.7	-0.7	2.4126	5.5542	120	120	1	5.55	1	0	2	319	120	199	3.1674	4.9602	-999	-999	-999	-999	-999	-999	-999	-999
24	temp	1	Part1	far_displaced	circle	2	1.5	varying	staircase	2	stair2	Part1|far_displaced|varying|stair2	1.5	-1.5	3.8152	0.6736	120	120	1	5.867	1	0	3	312	118	194	2.8823	3.3893	4.5182	-999	-999	-999	-999	-999	-999	-999
25	temp	1	Part1	near_displaced	circle	2	1.5	standard	staircase	2	stair2	Part1|near_displaced|standard|stair2	1.5	-1.5	2.8935	6.0351	120	120	1	5.616	1	0	2	310	119	191	3.0852	3.999	-999	-999	-999	-999	-999	-999	-999	-999
26	temp	1	Part1	near_displaced	circle	2	0.7	standard	staircase	1	stair1	Part1|near_displaced|standard|stair1	0.7	-0.7	5.7335	2.5919	120	120	1	5.766	1	0	2	318	119	199	2.8071	4.5551	-999	-999	-999	-999	-999	-999	-999	-999
27	temp	1	Part1	near_displaced	circle	2	1.5	varying	staircase	2	stair2	Part1|near_displaced|varying|stair2	1.5	-1.5	3.6539	0.5123	120	120	1	5.733	1	0	2	316	120	196	2.7647	4.4225	-999	-999	-999	-999	-999	-999	-999	-999
28	temp	1	Part1	far_displaced	circle	2	1.5	standard	staircase	2	stair2	Part1|far_displaced|standard|stair2	1.5	-1.5	4.5274	1.3858	120	120	1	6.133	1	0	3	315	117	198	2.7057	3.3539	4.4985	-999	-999	-999	-999	-999	-999	-999
29	temp	1	Part1	centred	circle	2	1.5	standard	staircase	2	stair2	Part1|centred|standard|stair2	1.5	-1.5	0.2952	3.4368	120	120	1	7.366	1	0	3	315	119	196	1.8755	2.858	3.7753	-999	-999	-999	-999	-999	-999	-999
30	temp	1	Part1	near_displaced	circle	2	1.5	standard	staircase	2	stair2	Part1|near_displaced|standard|stair2	1.5	-1.5	2.8166	5.9582	120	120	1	5.866	1	0	3	315	120	195	1.8272	3.227	4.2597	-999	-999	-999	-999	-999	-999	-999
31	temp	1	Part1	far_displaced	circle	2	0.2	standard	attention_check	0	n/a	-999	-999	-999	4.8468	1.7052	120	120	1	5.383	1	0	3	319	120	199	2.2506	2.8751	4.6358	-999	-999	-999	-999	-999	-999	-999
32	temp	1	Part1	near_displaced	circle	2	1.0	standard	staircase	1	stair1	Part1|near_displaced|standard|stair1	0.7	-1.0	0.178	3.3196	120	120	1	5.633	1	0	2	318	119	199	2.3965	3.8316	-999	-999	-999	-999	-999	-999	-999	-999
33	temp	1	Part1	near_displaced	circle	2	0.39999999999999997	varying	staircase	1	stair1	Part1|near_displaced|varying|stair1	0.7	-0.39999999999999997	2.7322	5.8738	120	120	1	5.5	1	0	2	318	119	199	2.6492	4.39	-999	-999	-999	-999	-999	-999	-999	-999
34	temp	1	Part1	near_displaced	circle	2	1.5	varying	staircase	2	stair2	Part1|near_displaced|varying|stair2	1.5	-1.5	5.4206	2.279	120	120	1	6.116	1	0	2	317	120	197	2.6386	4.2439	-999	-999	-999	-999	-999	-999	-999	-999
35	temp	1	Part1	near_displaced	circle	2	1.8	standard	staircase	2	stair2	Part1|near_displaced|standard|stair2	1.5	-1.8	3.1039	6.2455	120	120	1	6.3	1	0	2	310	116	194	2.4862	4.4152	-999	-999	-999	-999	-999	-999	-999	-999
36	temp	1	Part1	far_displaced	circle	2	0.7	varying	staircase	1	stair1	Part1|far_displaced|varying|stair1	0.7	-0.7	6.2728	3.1312	120	120	1	5.866	1	0	2	311	119	192	2.1459	3.6141	-999	-999	-999	-999	-999	-999	-999	-999
37	temp	1	Part1	near_displaced	circle	2	1.0	standard	staircase	1	stair1	Part1|near_displaced|standard|stair1	0.7	-1.0	0.3999	3.5415	120	120	1	6.733	1	0	3	285	118	167	1.9263	2.8849	3.7656	-999	-999	-999	-999	-999	-999	-999
38	temp	1	Part1	centred	circle	2	0.7	standard	staircase	1	stair1	Part1|centred|standard|stair1	0.7	-0.7	1.4912	4.6328	120	120	1	6.283	1	0	3	314	118	196	2.022	3.2694	4.6899	-999	-999	-999	-999	-999	-999	-999
39	temp	1	Part1	near_displaced	circle	2	0.39999999999999997	varying	staircase	1	stair1	Part1|near_displaced|varying|stair1	0.7	-0.39999999999999997	4.439	1.2974	120	120	0	5.517	1	0	2	301	120	181	2.7503	4.1131	-999	-999	-999	-999	-999	-999	-999	-999
40	temp	1	Part1	near_displaced	circle	2	1.8	standard	staircase	2	stair2	Part1|near_displaced|standard|stair2	1.5	-1.8	4.9836	1.842	120	120	1	6.3	1	0	2	316	120	196	2.9044	4.7555	-999	-999	-999	-999	-999	-999	-999	-999
41	temp	1	Part1	near_displaced	circle	2	1.5	varying	staircase	2	stair2	Part1|near_displaced|varying|stair2	1.5	-1.5	0.8426	3.9842	120	120	1	5.716	1	0	2	308	120	188	2.7358	3.6294	-999	-999	-999	-999	-999	-999	-999	-999
42	temp	1	Part1	far_displaced	circle	2	0.2	varying	attention_check	0	n/a	-999	-999	-999	2.8296	5.9712	120	120	1	5.316	1	0	2	316	120	196	1.8428	3.8344	-999	-999	-999	-999	-999	-999	-999	-999
43	temp	1	Part1	centred	circle	2	1.5	standard	staircase	2	stair2	Part1|centred|standard|stair2	1.5	-1.5	3.0726	6.2141	120	120	0	5.783	1	0	2	319	120	199	2.0351	3.5233	-999	-999	-999	-999	-999	-999	-999	-999
44	temp	1	Part1	far_displaced	circle	2	1.5	varying	staircase	2	stair2	Part1|far_displaced|varying|stair2	1.5	-1.5	3.4683	0.3267	120	120	1	5.949	1	0	2	316	120	196	1.8835	3.6157	-999	-999	-999	-999	-999	-999	-999	-999
45	temp	1	Part1	far_displaced	circle	2	1.0	varying	staircase	1	stair1	Part1|far_displaced|varying|stair1	0.7	-1.0	0.1871	3.3287	120	120	1	5.783	1	0	3	319	120	199	2.6928	3.3412	4.8012	-999	-999	-999	-999	-999	-999	-999
46	temp	1	Part1	near_displaced	circle	2	0.2	varying	staircase	1	stair1	Part1|near_displaced|varying|stair1	0.7	-0.2	6.2395	3.0979	120	120	1	5.683	1	0	4	316	119	197	1.7219	2.321	3.0753	5.0136	-999	-999	-999	-999	-999	-999
47	temp	1	Part1	centred	circle	2	1.0	standard	staircase	1	stair1	Part1|centred|standard|stair1	0.7	-1.0	2.0729	5.2145	120	120	1	6.716	1	0	2	316	120	196	2.887	3.9989	-999	-999	-999	-999	-999	-999	-999	-999
48	temp	1	Part1	near_displaced	circle	2	1.0	standard	staircase	1	stair1	Part1|near_displaced|standard|stair1	0.7	-1.0	1.3297	4.4713	120	120	1	6.566	1	0	2	310	119	191	3.1615	3.6983	-999	-999	-999	-999	-999	-999	-999	-999
49	temp	1	Part1	near_displaced	circle	2	1.8	standard	staircase	2	stair2	Part1|near_displaced|standard|stair2	1.5	-1.8	0.9585	4.1001	120	120	1	6.099	1	0	3	302	119	183	1.9078	2.7741	3.5483	-999	-999	-999	-999	-999	-999	-999
50	temp	1	Part1	centred	circle	2	1.2	standard	staircase	2	stair2	Part1|centred|standard|stair2	1.5	-1.2	3.773	0.6314	120	120	1	6.199	1	0	3	318	120	198	1.9101	2.9645	4.0294	-999	-999	-999	-999	-999	-999	-999
51	temp	1	Part1	far_displaced	circle	2	0.39999999999999997	standard	staircase	1	stair1	Part1|far_displaced|standard|stair1	0.7	-0.39999999999999997	0.6806	3.8221	120	120	1	6.55	1	0	2	317	119	198	2.8305	4.7202	-999	-999	-999	-999	-999	-999	-999	-999
52	temp	1	Part1	far_displaced	circle	2	1.5	standard	staircase	2	stair2	Part1|far_displaced|standard|stair2	1.5	-1.5	1.7732	4.9148	120	120	1	6.349	1	0	2	319	120	199	2.6669	4.5393	-999	-999	-999	-999	-999	-999	-999	-999
53	temp	1	Part1	far_displaced	circle	2	0.2	varying	attention_check	0	n/a	-999	-999	-999	0.8864	4.028	120	120	1	6.1	1	0	2	312	117	195	2.1196	3.9302	-999	-999	-999	-999	-999	-999	-999	-999
54	temp	1	Part1	near_displaced	circle	2	1.8	varying	staircase	2	stair2	Part1|near_displaced|varying|stair2	1.5	-1.8	5.4853	2.3437	120	120	1	6.299	1	0	2	317	118	199	2.0777	3.6126	-999	-999	-999	-999	-999	-999	-999	-999
55	temp	1	Part1	far_displaced	circle	2	0.39999999999999997	standard	staircase	1	stair1	Part1|far_displaced|standard|stair1	0.7	-0.39999999999999997	5.2906	2.149	120	120	1	5.933	1	0	3	319	120	199	2.0594	3.2657	5.0902	-999	-999	-999	-999	-999	-999	-999
56	temp	1	Part1	near_displaced	circle	2	0.2	varying	staircase	1	stair1	Part1|near_displaced|varying|stair1	0.7	-0.2	2.8372	5.9788	120	120	1	5.949	1	0	2	294	113	181	2.6976	4.6909	-999	-999	-999	-999	-999	-999	-999	-999
57	temp	1	Part1	far_displaced	circle	2	1.8	standard	staircase	2	stair2	Part1|far_displaced|standard|stair2	1.5	-1.8	0.0769	3.2185	120	120	1	6.1	1	0	3	318	119	199	1.7682	2.6264	4.1292	-999	-999	-999	-999	-999	-999	-999
58	temp	1	Part1	far_displaced	circle	2	1.8	varying	staircase	2	stair2	Part1|far_displaced|varying|stair2	1.5	-1.8	0.1886	3.3302	120	120	0	6.032	1	0	2	319	120	199	2.2665	3.601	-999	-999	-999	-999	-999	-999	-999	-999
59	temp	1	Part1	far_displaced	circle	2	1.0	varying	staircase	1	stair1	Part1|far_displaced|varying|stair1	0.7	-1.0	3.9473	0.8057	120	120	1	6.016	1	0	4	318	120	198	2.0693	2.6328	3.1493	4.7788	-999	-999	-999	-999	-999	-999
60	temp	1	Part1	far_displaced	circle	2	1.5	varying	staircase	2	stair2	Part1|far_displaced|varying|stair2	1.5	-1.5	2.2169	5.3585	120	120	0	6.132	1	0	2	312	120	192	2.3717	4.3426	-999	-999	-999	-999	-999	-999	-999	-999
61	temp	1	Part1	far_displaced	circle	2	1.0	varying	staircase	1	stair1	Part1|far_displaced|varying|stair1	0.7	-1.0	1.3395	4.4811	120	120	1	6.233	1	0	2	318	119	199	2.9284	3.8232	-999	-999	-999	-999	-999	-999	-999	-999
62	temp	1	Part1	centred	circle	2	1.0	standard	staircase	1	stair1	Part1|centred|standard|stair1	0.7	-1.0	4.1391	0.9975	120	120	1	5.917	1	0	3	318	120	198	2.7609	3.3884	4.6236	-999	-999	-999	-999	-999	-999	-999
63	temp	1	Part1	near_displaced	circle	2	1.8	varying	staircase	2	stair2	Part1|near_displaced|varying|stair2	1.5	-1.8	4.5683	1.4267	120	120	1	6.216	1	0	3	319	120	199	1.9053	2.4084	3.6233	-999	-999	-999	-999	-999	-999	-999
64	temp	1	Part1	centred	circle	2	0.2	standard	attention_check	0	n/a	-999	-999	-999	4.041	0.8994	120	120	1	6.0	1	0	2	310	115	195	2.8525	4.3262	-999	-999	-999	-999	-999	-999	-999	-999
65	temp	1	Part1	centred	circle	2	1.2	standard	staircase	2	stair2	Part1|centred|standard|stair2	1.5	-1.2	2.6765	5.8181	120	120	1	6.165	1	0	2	304	120	184	2.8987	4.6335	-999	-999	-999	-999	-999	-999	-999	-999
66	temp	1	Part1	far_displaced	circle	2	1.2	varying	staircase	2	stair2	Part1|far_displaced|varying|stair2	1.5	-1.2	5.4864	2.3448	120	120	1	6.666	1	0	3	318	120	198	1.7879	3.0078	4.5243	-999	-999	-999	-999	-999	-999	-999
67	temp	1	Part1	centred	circle	2	1.0	standard	staircase	1	stair1	Part1|centred|standard|stair1	0.7	-1.0	5.4279	2.2863	120	120	1	6.23	1	0	3	311	120	191	1.7817	2.7487	4.6939	-999	-999	-999	-999	-999	-999	-999
68	temp	1	Part1	near_displaced	circle	2	1.3	standard	staircase	1	stair1	Part1|near_displaced|standard|stair1	0.7	-1.3	2.7865	5.9281	120	120	1	6.266	1	0	2	316	120	196	3.1619	4.4825	-999	-999	-999	-999	-999	-999	-999	-999
69	temp	1	Part1	near_displaced	circle	2	2.1	standard	staircase	2	stair2	Part1|near_displaced|standard|stair2	1.5	-2.1	1.9665	5.1081	120	120	0	6.266	1	0	2	283	119	164	2.6572	4.4561	-999	-999	-999	-999	-999	-999	-999	-999
70	temp	1	Part1	centred	circle	2	1.2	standard	staircase	2	stair2	Part1|centred|standard|stair2	1.5	-1.2	0.2075	3.3491	120	120	1	6.133	1	0	3	296	119	177	1.8891	2.9211	3.7776	-999	-999	-999	-999	-999	-999	-999
71	temp	1	Part1	near_displaced	circle	2	1.3	standard	staircase	1	stair1	Part1|near_displaced|standard|stair1	0.7	-1.3	5.5747	2.4331	120	120	1	6.933	1	0	2	308	111	197	1.8255	3.6465	-999	-999	-999	-999	-999	-999	-999	-999
72	temp	1	Part1	far_displaced	circle	2	1.3	varying	staircase	1	stair1	Part1|far_displaced|varying|stair1	0.7	-1.3	3.381	0.2394	120	120	0	6.183	1	0	3	312	120	192	2.1117	2.8109	4.5462	-999	-999	-999	-999	-999	-999	-999
73	temp	1	Part1	far_displaced	circle	2	1.2	varying	staircase	2	stair2	Part1|far_displaced|varying|stair2	1.5	-1.2	4.8583	1.7168	120	120	1	6.116	1	0	2	319	120	199	2.816	4.3176	-999	-999	-999	-999	-999	-999	-999	-999
74	temp	1	Part1	far_displaced	circle	2	0.7	standard	staircase	1	stair1	Part1|far_displaced|standard|stair1	0.7	-0.7	6.23	3.0884	120	120	0	6.65	1	0	3	309	114	195	2.4791	3.3309	4.5149	-999	-999	-999	-999	-999	-999	-999
75	temp	1	Part1	centred	circle	2	0.2	standard	attention_check	0	n/a	-999	-999	-999	2.4723	5.6139	120	120	1	6.465	1	0	2	317	119	198	3.1705	4.562	-999	-999	-999	-999	-999	-999	-999	-999
76	temp	1	Part1	near_displaced	circle	2	0.2	varying	staircase	1	stair1	Part1|near_displaced|varying|stair1	0.7	-0.2	0.4736	3.6152	120	120	1	6.116	1	0	2	268	120	148	2.6735	4.5527	-999	-999	-999	-999	-999	-999	-999	-999
77	temp	1	Part1	far_displaced	circle	2	1.0	varying	staircase	1	stair1	Part1|far_displaced|varying|stair1	0.7	-1.0	3.7925	0.6509	120	120	1	7.083	1	0	2	319	120	199	3.0198	4.9926	-999	-999	-999	-999	-999	-999	-999	-999
78	temp	1	Part1	far_displaced	circle	2	1.2	varying	staircase	2	stair2	Part1|far_displaced|varying|stair2	1.5	-1.2	2.9918	6.1333	120	120	1	6.066	1	0	3	310	118	192	2.5526	3.1814	4.1804	-999	-999	-999	-999	-999	-999	-999
79	temp	1	Part1	near_displaced	circle	2	1.8	standard	staircase	2	stair2	Part1|near_displaced|standard|stair2	1.5	-1.8	5.7357	2.5941	120	120	1	6.599	1	0	2	298	117	181	2.8437	4.3909	-999	-999	-999	-999	-999	-999	-999	-999
80	temp	1	Part1	centred	circle	2	1.3	standard	staircase	1	stair1	Part1|centred|standard|stair1	0.7	-1.3	5.5408	2.3992	120	120	1	6.799	1	0	2	307	119	188	3.1825	4.5462	-999	-999	-999	-999	-999	-999	-999	-999
81	temp	1	Part1	far_displaced	circle	2	1.0	varying	staircase	1	stair1	Part1|far_displaced|varying|stair1	0.7	-1.0	0.2714	3.413	120	120	1	6.483	1	0	2	309	119	190	1.8889	3.7108	-999	-999	-999	-999	-999	-999	-999	-999
82	temp	1	Part1	near_displaced	circle	2	1.8	varying	staircase	2	stair2	Part1|near_displaced|varying|stair2	1.5	-1.8	2.1054	5.247	120	120	1	6.7	1	0	3	306	120	186	1.9929	3.3481	5.1736	-999	-999	-999	-999	-999	-999	-999
83	temp	1	Part1	far_displaced	circle	2	1.4	varying	staircase	2	stair2	Part1|far_displaced|varying|stair2	1.5	-1.4	3.6534	0.5118	120	120	1	6.266	1	0	2	319	120	199	2.2398	3.6175	-999	-999	-999	-999	-999	-999	-999	-999
84	temp	1	Part1	near_displaced	circle	2	1.3	standard	staircase	1	stair1	Part1|near_displaced|standard|stair1	0.7	-1.3	4.8677	1.7261	120	120	1	6.2	1	0	2	318	119	199	1.8976	3.5634	-999	-999	-999	-999	-999	-999	-999	-999
85	temp	1	Part1	centred	circle	2	1.5	standard	staircase	2	stair2	Part1|centred|standard|stair2	1.5	-1.5	4.5746	1.433	120	120	1	6.399	1	0	3	314	120	194	2.2832	3.0453	4.8585	-999	-999	-999	-999	-999	-999	-999
86	temp	1	Part1	centred	circle	2	0.2	standard	attention_check	0	n/a	-999	-999	-999	2.7069	5.8485	120	120	1	6.2	1	0	2	302	120	182	2.0075	3.5233	-999	-999	-999	-999	-999	-999	-999	-999
87	temp	1	Part1	far_displaced	circle	2	1.0	varying	staircase	1	stair1	Part1|far_displaced|varying|stair1	0.7	-1.0	3.3411	0.1995	120	120	1	6.433	1	0	2	296	120	176	2.8325	3.5705	-999	-999	-999	-999	-999	-999	-999	-999
88	temp	1	Part1	near_displaced	circle	2	0.5	varying	staircase	1	stair1	Part1|near_displaced|varying|stair1	0.7	-0.5	3.3283	0.1867	120	120	1	5.75	1	0	4	312	119	193	1.7737	2.7709	3.333	4.4281	-999	-999	-999	-999	-999	-999
89	temp	1	Part1	near_displaced	circle	2	2.1	varying	staircase	2	stair2	Part1|near_displaced|varying|stair2	1.5	-2.1	5.9631	2.8215	120	120	1	6.499	1	0	3	311	119	192	2.4547	3.0896	4.2056	-999	-999	-999	-999	-999	-999	-999
90	temp	1	Part1	near_displaced	circle	2	0.5	varying	staircase	1	stair1	Part1|near_displaced|varying|stair1	0.7	-0.5	5.9485	2.8069	120	120	0	6.799	1	0	2	317	119	198	3.0837	4.8968	-999	-999	-999	-999	-999	-999	-999	-999
91	temp	1	Part1	far_displaced	circle	2	1.8	standard	staircase	2	stair2	Part1|far_displaced|standard|stair2	1.5	-1.8	2.0334	5.175	120	120	1	6.231	1	0	3	316	119	197	2.7299	3.4573	5.1006	-999	-999	-999	-999	-999	-999	-999
92	temp	1	Part1	near_displaced	circle	2	2.1	varying	staircase	2	stair2	Part1|near_displaced|varying|stair2	1.5	-2.1	5.1676	2.026	120	120	1	6.483	1	0	2	318	120	198	2.6188	4.0727	-999	-999	-999	-999	-999	-999	-999	-999
93	temp	1	Part1	centred	circle	2	1.3	standard	staircase	1	stair1	Part1|centred|standard|stair1	0.7	-1.3	1.5039	4.6455	120	120	1	6.5	1	0	3	314	120	194	2.8547	3.3836	4.8519	-999	-999	-999	-999	-999	-999	-999
94	temp	1	Part1	far_displaced	circle	2	0.49999999999999994	standard	staircase	1	stair1	Part1|far_displaced|standard|stair1	0.7	-0.49999999999999994	0.5995	3.7411	120	120	1	6.3	1	0	2	317	119	198	2.7107	3.8707	-999	-999	-999	-999	-999	-999	-999	-999
95	temp	1	Part1	near_displaced	circle	2	1.8	standard	staircase	2	stair2	Part1|near_displaced|standard|stair2	1.5	-1.8	0.1405	3.2821	120	120	0	7.116	1	0	3	319	120	199	1.8839	3.4721	5.2168	-999	-999	-999	-999	-999	-999	-999
96	temp	1	Part1	far_displaced	circle	2	1.8	standard	staircase	2	stair2	Part1|far_displaced|standard|stair2	1.5	-1.8	4.4414	1.2998	120	120	1	6.383	1	0	3	319	120	199	2.2507	2.8164	4.535	-999	-999	-999	-999	-999	-999	-999
97	temp	1	Part1	centred	circle	2	0.2	standard	attention_check	0	n/a	-999	-999	-999	0.8388	3.9804	120	120	1	6.733	1	0	2	314	117	197	3.161	4.3563	-999	-999	-999	-999	-999	-999	-999	-999
98	temp	1	Part1	far_displaced	circle	2	0.49999999999999994	standard	staircase	1	stair1	Part1|far_displaced|standard|stair1	0.7	-0.49999999999999994	1.8629	5.0045	120	120	1	6.35	1	0	3	305	109	196	1.8903	3.4994	4.6031	-999	-999	-999	-999	-999	-999	-999
99	temp	1	Part1	far_displaced	circle	2	2.1	standard	staircase	2	stair2	Part1|far_displaced|standard|stair2	1.5	-2.1	2.1984	5.34	120	120	0	6.916	1	0	2	318	120	198	2.4486	3.9834	-999	-999	-999	-999	-999	-999	-999	-999
100	temp	1	Part1	far_displaced	circle	2	1.4	varying	staircase	2	stair2	Part1|far_displaced|varying|stair2	1.5	-1.4	4.7126	1.571	120	120	1	6.383	1	0	2	319	120	199	3.1286	4.4641	-999	-999	-999	-999	-999	-999	-999	-999
101	temp	1	Part1	far_displaced	circle	2	0.49999999999999994	standard	staircase	1	stair1	Part1|far_displaced|standard|stair1	0.7	-0.49999999999999994	0.667	3.8086	120	120	1	6.484	1	0	2	314	117	197	2.1067	4.0718	-999	-999	-999	-999	-999	-999	-999	-999
102	temp	1	Part1	near_displaced	circle	2	0.3	varying	staircase	1	stair1	Part1|near_displaced|varying|stair1	0.7	-0.3	0.8635	4.0051	120	120	1	6.433	1	0	2	318	120	198	2.162	3.637	-999	-999	-999	-999	-999	-999	-999	-999
103	temp	1	Part1	centred	circle	2	1.5	standard	staircase	2	stair2	Part1|centred|standard|stair2	1.5	-1.5	5.9078	2.7662	120	120	1	6.882	1	0	3	316	120	196	2.5974	3.3776	5.1237	-999	-999	-999	-999	-999	-999	-999
104	temp	1	Part1	near_displaced	circle	2	2.1	varying	staircase	2	stair2	Part1|near_displaced|varying|stair2	1.5	-2.1	3.5203	0.3787	120	120	1	6.45	1	0	2	307	116	191	2.1715	4.045	-999	-999	-999	-999	-999	-999	-999	-999
