trialnum	subject	session	part	condition	basicShape	numObjects	speed	motionRule	trialKind	staircaseIndex	staircaseWithinCondition	stairKey	stairStartSpeed	stairValue	initialAngle	initialOtherAngle	cueFrames	timingCheckFrames	correct	trialDurTotal	numTargets	whichIsTarget	reversal_count	timingBlips	numLongFramesAfterFixation	numLongFramesAfterCue	reversal_0	reversal_1	reversal_2	reversal_3	reversal_4	reversal_5	reversal_6	reversal_7	reversal_8	reversal_9
0	temp	1	Part1	far_displaced	circle	2	0.7000000000000002	standard	staircase	1	stair1	Part1|far_displaced|standard|stair1	0.7	2.2	1.6677	4.8093	120	120	1	5.364	1	0	2	280	110	170	2.1966	4.1846	-999	-999	-999	-999	-999	-999	-999	-999
1	temp	1	Part1	near_displaced	circle	2	0.7000000000000002	standard	staircase	1	stair1	Part1|near_displaced|standard|stair1	0.7	2.2	0.5817	3.7233	120	120	1	5.383	1	0	2	289	113	176	2.5529	4.1862	-999	-999	-999	-999	-999	-999	-999	-999
2	temp	1	Part1	far_displaced	circle	2	0.7000000000000002	varying	staircase	1	stair1	Part1|far_displaced|varying|stair1	0.7	2.2	1.5324	4.674	120	120	1	5.35	1	0	2	319	120	199	3.0609	4.5535	-999	-999	-999	-999	-999	-999	-999	-999
3	temp	1	Part1	near_displaced	circle	2	0.7000000000000002	varying	staircase	1	stair1	Part1|near_displaced|varying|stair1	0.7	2.2	3.3863	0.2447	120	120	1	5.35	1	0	2	312	118	194	2.6509	3.9618	-999	-999	-999	-999	-999	-999	-999	-999
4	temp	1	Part1	centred	circle	2	0.7000000000000002	standard	staircase	1	stair1	Part1|centred|standard|stair1	0.7	2.2	0.1997	3.3413	120	120	1	5.383	1	0	3	283	114	169	2.2529	3.0725	4.2026	-999	-999	-999	-999	-999	-999	-999
5	temp	1	Part1	centred	circle	2	1.8	standard	staircase	2	stair2	Part1|centred|standard|stair2	1.8	1.1000000000000003	5.3322	2.1906	120	120	1	5.366	1	0	2	282	109	173	2.541	4.4618	-999	-999	-999	-999	-999	-999	-999	-999
6	temp	1	Part1	far_displaced	circle	2	1.8	standard	staircase	2	stair2	Part1|far_displaced|standard|stair2	1.8	1.1000000000000003	4.9073	1.7657	120	120	1	5.4	1	0	2	301	120	181	3.115	3.6845	-999	-999	-999	-999	-999	-999	-999	-999
7	temp	1	Part1	centred	circle	2	0.7000000000000002	standard	staircase	1	stair1	Part1|centred|standard|stair1	0.7	2.2	1.9887	5.1303	120	120	1	5.382	1	0	2	283	112	171	2.5475	4.5141	-999	-999	-999	-999	-999	-999	-999	-999
8	temp	1	Part1	far_displaced	circle	2	1.8	varying	staircase	2	stair2	Part1|far_displaced|varying|stair2	1.8	1.1000000000000003	3.2144	0.0728	120	120	1	5.433	1	0	3	309	114	195	2.3264	3.2955	5.0994	-999	-999	-999	-999	-999	-999	-999
9	temp	1	Part1	near_displaced	circle	2	1.8	varying	staircase	2	stair2	Part1|near_displaced|varying|stair2	1.8	1.1000000000000003	4.635	1.4934	120	120	1	5.449	1	0	3	305	113	192	2.6823	3.2071	4.7947	-999	-999	-999	-999	-999	-999	-999
10	temp	1	Part2	diamond	diamond	2	0.7000000000000002	shape	staircase	1	stair1	Part2|diamond|stair1	0.7	2.2	3.8797	0.7381	120	120	1	5.283	1	0	2	294	118	176	2.674	4.41	-999	-999	-999	-999	-999	-999	-999	-999
11	temp	1	Part2	ellipse	ellipse	2	0.7000000000000002	shape	staircase	1	stair1	Part2|ellipse|stair1	0.7	2.2	0.7289	3.8705	120	120	1	5.316	1	0	2	319	120	199	2.563	4.2281	-999	-999	-999	-999	-999	-999	-999	-999
12	temp	1	Part2	sine_circle	sine_circle	2	0.7000000000000002	shape	staircase	1	stair1	Part2|sine_circle|stair1	0.7	2.2	3.8137	0.6721	120	120	1	5.299	1	0	2	319	120	199	2.9748	3.9375	-999	-999	-999	-999	-999	-999	-999	-999
13	temp	1	Part2	sine_circle	sine_circle	2	1.8	shape	staircase	2	stair2	Part2|sine_circle|stair2	1.8	1.1000000000000003	2.9718	6.1134	120	120	1	5.333	1	0	3	309	111	198	1.7951	3.0552	4.7583	-999	-999	-999	-999	-999	-999	-999
