trialnum	subject	session	part	condition	basicShape	numObjects	speed	motionRule	trialKind	staircaseIndex	staircaseWithinCondition	stairKey	stairStartSpeed	stairValue	initialAngle	initialOtherAngle	cueFrames	timingCheckFrames	eyetrackingEnabled	fixatnPeriodFrames	trajectorySide	trajectoryOffsetDeg	correct	trialDurTotal	numTargets	whichIsTarget	reversal_count	timingBlips	numLongFramesAfterCue	reversal_0	reversal_1	reversal_2	reversal_3	reversal_4	reversal_5	reversal_6	reversal_7	reversal_8	reversal_9
77	temp	a	Part1	far_displaced	circle	2	0.9000000000000001	standard	staircase	2	stair2	Part1|far_displaced|standard|stair2	1.5	-0.9000000000000001	3.6442	0.5026	89	89	0	86	right	10.0	0	15.233	1	0	2	2	2	2.9709	3.6191	-999	-999	-999	-999	-999	-999	-999	-999
78	temp	a	Part1	far_displaced	circle	2	0.2	standard	staircase	1	stair1	Part1|far_displaced|standard|stair1	0.7	-0.2	4.1684	1.0268	89	89	0	69	left	10.0	0	14.899	1	0	3	0	0	1.9452	2.7755	3.7965	-999	-999	-999	-999	-999	-999	-999
79	temp	a	Part1	near_displaced	circle	2	0.7	standard	staircase	1	stair1	Part1|near_displaced|standard|stair1	0.7	-0.7	0.198	3.3396	89	89	0	91	right	5.0	0	15.183	1	0	2	0	0	2.9751	4.4527	-999	-999	-999	-999	-999	-999	-999	-999
80	temp	a	Part1	far_displaced	circle	2	0.7000000000000002	standard	staircase	2	stair2	Part1|far_displaced|standard|stair2	1.5	-0.7000000000000002	3.0333	6.1749	89	89	0	89	left	10.0	0	15.199	1	0	2	0	0	3.0676	4.5137	-999	-999	-999	-999	-999	-999	-999	-999
81	temp	a	Part1	centred	circle	2	1.2	standard	staircase	2	stair2	Part1|centred|standard|stair2	1.5	-1.2	2.9573	6.0989	89	89	0	96	center	0.0	0	15.298	1	0	2	2	2	3.0794	4.4499	-999	-999	-999	-999	-999	-999	-999	-999
82	temp	a	Part1	far_displaced	circle	2	0.2	standard	staircase	1	stair1	Part1|far_displaced|standard|stair1	0.7	-0.2	0.1329	3.2745	89	89	0	61	right	10.0	0	14.866	1	0	3	1	1	2.4156	3.3554	4.1019	-999	-999	-999	-999	-999	-999	-999
83	temp	a	Part1	near_displaced	circle	2	1.8	standard	staircase	2	stair2	Part1|near_displaced|standard|stair2	1.5	-1.8	0.8349	3.9765	89	89	0	84	left	5.0	0	15.15	1	0	2	0	0	3.0478	3.9164	-999	-999	-999	-999	-999	-999	-999	-999
84	temp	a	Part1	near_displaced	circle	2	0.7	varying	staircase	1	stair1	Part1|near_displaced|varying|stair1	0.7	-0.7	4.2932	1.1516	89	89	0	77	left	5.0	0	15.066	1	0	3	0	0	2.2629	3.1739	3.7835	-999	-999	-999	-999	-999	-999	-999
85	temp	a	Part1	far_displaced	circle	2	1.5	varying	staircase	2	stair2	Part1|far_displaced|varying|stair2	1.5	-1.5	3.0969	6.2385	89	89	0	66	right	10.0	0	14.916	1	0	3	0	0	1.7372	2.8872	4.2289	-999	-999	-999	-999	-999	-999	-999
86	temp	a	Part1	centred	circle	2	0.2	standard	attention_check	0	n/a	-999	-999	-999	0.9183	4.0599	89	89	0	93	center	0.0	0	15.333	1	0	3	2	2	2.3061	3.1769	5.0228	-999	-999	-999	-999	-999	-999	-999
87	temp	a	Part1	far_displaced	circle	2	0.5000000000000002	standard	staircase	2	stair2	Part1|far_displaced|standard|stair2	1.5	-0.5000000000000002	5.9987	2.8571	89	89	0	66	right	10.0	0	14.949	1	0	2	1	1	3.1795	3.7973	-999	-999	-999	-999	-999	-999	-999	-999
88	temp	a	Part1	far_displaced	circle	2	0.3	varying	staircase	1	stair1	Part1|far_displaced|varying|stair1	0.7	-0.3	2.2783	5.4199	89	89	0	78	left	10.0	0	15.099	1	0	2	1	1	2.2803	3.925	-999	-999	-999	-999	-999	-999	-999	-999
89	temp	a	Part1	centred	circle	2	0.39999999999999997	standard	staircase	1	stair1	Part1|centred|standard|stair1	0.7	-0.39999999999999997	5.9405	2.7989	89	89	0	87	center	0.0	0	15.45	1	0	3	3	2	1.811	2.8109	4.1404	-999	-999	-999	-999	-999	-999	-999
90	temp	a	Part1	centred	circle	2	1.0	standard	staircase	2	stair2	Part1|centred|standard|stair2	1.5	-1.0	4.7843	1.6428	89	89	0	64	center	0.0	0	14.983	1	0	2	4	0	2.2609	4.0809	-999	-999	-999	-999	-999	-999	-999	-999
91	temp	a	Part1	near_displaced	circle	2	0.2999999999999999	varying	staircase	2	stair2	Part1|near_displaced|varying|stair2	1.5	-0.2999999999999999	6.0837	2.9421	89	89	0	66	left	5.0	0	14.982	1	0	3	0	0	1.8801	3.0459	4.723	-999	-999	-999	-999	-999	-999	-999
92	temp	a	Part1	far_displaced	circle	2	1.3	varying	staircase	2	stair2	Part1|far_displaced|varying|stair2	1.5	-1.3	2.3292	5.4708	89	89	0	71	right	10.0	0	15.049	1	0	2	1	1	2.4063	3.8494	-999	-999	-999	-999	-999	-999	-999	-999
93	temp	a	Part1	near_displaced	circle	2	0.39999999999999997	standard	staircase	1	stair1	Part1|near_displaced|standard|stair1	0.7	-0.39999999999999997	4.7895	1.648	89	89	0	62	left	5.0	0	15.133	1	0	3	3	3	2.3277	3.0878	3.7895	-999	-999	-999	-999	-999	-999	-999
94	temp	a	Part1	near_displaced	circle	2	0.39999999999999997	varying	staircase	1	stair1	Part1|near_displaced|varying|stair1	0.7	-0.39999999999999997	3.6253	0.4837	89	89	0	95	right	5.0	0	15.399	1	0	3	3	3	1.9086	2.6146	4.1361	-999	-999	-999	-999	-999	-999	-999
95	temp	a	Part1	far_displaced	circle	2	0.2	standard	staircase	1	stair1	Part1|far_displaced|standard|stair1	0.7	-0.2	4.609	1.4675	89	89	0	95	left	10.0	0	15.432	1	0	2	1	1	3.015	4.5487	-999	-999	-999	-999	-999	-999	-999	-999
96	temp	a	Part1	near_displaced	circle	2	1.5	standard	staircase	2	stair2	Part1|near_displaced|standard|stair2	1.5	-1.5	2.266	5.4076	89	89	0	68	right	5.0	0	15.083	1	0	2	2	2	3.1386	3.7461	-999	-999	-999	-999	-999	-999	-999	-999
97	temp	a	Part1	far_displaced	circle	2	0.2	varying	attention_check	0	n/a	-999	-999	-999	3.9239	0.7823	89	89	0	61	left	10.0	0	15.049	1	0	2	5	2	2.492	4.4646	-999	-999	-999	-999	-999	-999	-999	-999
